"Player","Team","Pos","doBest","doECR","doSD","doWorst","dpBest","dpECR","dpSD","dpWorst","roBest","roECR","rookBest","rookECR","rookSD","rookWorst","roSD","roWorst","rpBest","rpECR","rpSD","rpWorst","woBest","woECR","woSD","woWorst","wpBest","wpECR","wpSD","wpWorst","ScrapeDate"
"Jason Witten","DAL","TE",255,315.7,53.4,385,36,43.9,5.6,56,174,281,,,,,41.4,354,17,29.2,4.4,50,107,157.4,22.8,199,14,26.7,3.5,36,2019-09-05
"Giorgio Tavecchio",,"K",,,,,5,17.8,10,32,189,281.3,,,,,46.8,340,8,21.8,6.9,37,,,,,24,30.4,5,36,2019-09-05
"Travis Benjamin","LAC","WR",212,278.7,17.9,300,83,119.2,13.5,140,150,281.4,,,,,49.6,368,63,99.5,15.5,133,128,187.2,11.3,213,68,95.5,5,107,2019-09-05
"Ameer Abdullah","MIN","RB",,,,,80,103.8,14.4,140,230,282.2,,,,,28.7,375,76,94.4,9.6,130,,,,,74,80,7.3,121,2019-09-05
"Keelan Cole","JAC","WR",177,243.3,26.3,305,79,100.6,10.4,133,166,282.6,,,,,34.5,374,66,100.1,10.6,130,144,177.9,9.7,214,84,93.5,9.6,162,2019-09-05
"John Kelly","LAR","RB",210,291.7,39.4,377,69,86.3,10.1,104,225,282.6,,,,,41.4,392,71,93.8,11.3,122,,,,,74,96.5,8.1,128,2019-09-05
"Michael Crabtree","ARI","WR",173,271.8,47.1,331,68,111.9,15.7,140,148,283.1,,,,,54.6,377,60,99.4,15.9,139,112,188.2,29.7,230,58,97.8,15.5,129,2019-09-05
"Andre Ellington",,"RB",283,304,21,325,80,105.3,17.3,126,162,283.8,,,,,46,374,61,98,16.4,130,,,,,98,104.5,6.5,111,2019-09-05
"Jalen Hurd","SFO","WR",116,181.7,28.6,268,59,77,11.6,115,136,283.8,19,27.2,5.5,44,46.5,391,55,99.9,14.6,151,177,208.5,23.6,244,91,117.2,11.8,130,2019-09-05
"Cameron Artis-Payne",,"RB",,,,,91,120.3,13.6,142,246,284.3,,,,,31.7,363,81,96.4,12.3,129,,,,,93,101.7,11.6,118,2019-09-05
"Ryan Succop","TEN","K",271,325.5,54.5,380,17,19.7,2.2,24,183,284.5,,,,,31.2,326,7,19.2,3.6,34,,,,,14,25.6,2.7,30,2019-09-05
"New York","NYJ","DST",173,263.5,90.5,354,15,20.2,3.7,27,178,285.3,,,,,39.8,355,10,22.6,3.3,30,,,,,2,8.7,3.3,30,2019-09-05
"Trenton Cannon","NYJ","RB",221,292.8,47,343,71,106.3,12.2,126,214,286.3,,,,,30.2,365,70,95.9,10.2,126,,,,,38,82.8,6.7,118,2019-09-05
"Mike Weber","DAL","RB",209,302,23.9,332,62,91.4,8.2,109,208,287,35,50.7,7.2,63,37.8,376,66,96.1,13.9,145,,,,,66,90.2,7.6,123,2019-09-05
"Corey Grant",,"RB",,,,,72,110.1,17.9,148,235,287.8,,,,,33.4,319,87,114,22.3,151,,,,,,,,,2019-09-05
"Kaare Vedvik","NYJ","K",,,,,16,22,6,28,246,287.8,,,,,21.8,305,17,29.1,4,35,,,,,15,29.1,3.3,34,2019-09-05
"Taysom Hill","NOS","QB",265,305.5,40.5,346,36,49.2,3.5,56,227,288.8,,,,,25.4,367,32,38,3.6,51,,,,,25,33,0,33,2019-09-05
"Javorius Allen",,"RB",299,319,20,339,84,104.5,16.6,149,251,289.4,,,,,12.6,308,90,110,21.7,150,,,,,97,102.5,5.5,108,2019-09-05
"Drew Lock","DEN","QB",132,243.7,35.6,303,24,31.8,3.1,40,185,289.5,30,42.3,5.3,51,33.3,385,32,39.3,4.8,54,,,,,,,,,2019-09-05
"Washington","WAS","DST",237,302.5,65.5,368,28,30.2,1.8,32,129,289.5,,,,,39.9,345,1,23,3.9,32,,,,,20,29.8,2.2,32,2019-09-05
"Mark Walton","MIA","RB",262,303.4,30.7,348,66,96.9,11.5,116,198,290.2,,,,,30,341,72,94.7,8.7,110,,,,,39,92.5,8.3,101,2019-09-05
"Rod Smith","NYG","RB",231,277.3,28,306,76,98.7,13.6,115,232,290.2,,,,,30.7,368,82,98,11.6,146,,,,,83,107.5,24.5,132,2019-09-05
"Matt Gay","TBB","K",,,,,,,,,190,291,,,,,39.1,342,10,23.8,6,34,,,,,11,20.2,4.4,30,2019-09-05
"Chris Ivory",,"RB",,,,,84,95,11,106,257,291.5,,,,,22.5,312,101,129,25.4,162,,,,,98,107,9,116,2019-09-05
"Brandon McManus","DEN","K",249,311.5,62.5,374,9,15.3,3.4,21,185,291.6,,,,,31.7,339,10,20.3,2.7,27,,,,,11,17,3,26,2019-09-05
"Bryce Love","WAS","RB",142,217.7,35.7,303,47,68.1,7.2,79,161,292,19,39.2,5.2,47,42,388,60,97.2,12.7,121,,,,,,,,,2019-09-05
"Diontae Johnson","PIT","WR",123,177.1,25.1,234,59,76.5,13.3,116,164,292.7,14,25.1,4.6,37,48.7,395,54,102.8,12.7,134,171,210.3,13,256,90,107.6,5.7,125,2019-09-05
"Josh Lambo","JAC","K",,,,,19,23.6,3.4,31,141,293.1,,,,,38.9,353,11,20.9,3.1,30,,,,,11,18.1,2.2,26,2019-09-05
"Joey Slye","CAR","K",,,,,,,,,207,293.8,,,,,36.2,353,10,22.9,5.4,33,,,,,14,24.3,5,32,2019-09-05
"Taywan Taylor","CLE","WR",153,245,33.4,332,65,102.9,10.7,129,216,294.6,,,,,38.3,377,75,108.6,17.4,172,145,190.6,19.1,249,75,100.1,12.2,149,2019-09-05
"Will Dissly","SEA","TE",175,245.8,78,392,22,38.7,6.4,49,174,294.6,,,,,48.2,375,18,31.9,5.8,48,85,167,27.5,220,11,27.9,5.3,43,2019-09-05
"Ian Thomas","CAR","TE",127,187.8,41.9,326,13,22.7,5.8,38,183,294.7,,,,,37.5,360,21,31,4.5,52,142,193.7,9.5,225,26,34.2,3.4,48,2019-09-05
"Cody Parkey",,"K",,,,,25,25.3,0.5,26,142,294.7,,,,,52.4,339,21,27.3,4.6,35,,,,,,,,,2019-09-05
"Eddy Pineiro","CHI","K",,,,,18,25,7.9,36,231,295.1,,,,,29.5,326,13,25.4,5.3,32,,,,,9,22.8,3.8,28,2019-09-05
"Cameron Brate","TBB","TE",192,267,33.6,350,30,34.5,2.4,39,162,295.5,,,,,40.4,384,21,31,4.4,46,122,174.7,16.3,211,22,29.1,2.7,40,2019-09-05
"Jeff Wilson","SFO","RB",,,,,87,107.1,10.7,129,240,295.6,,,,,39.5,365,81,98.7,12.1,127,,,,,71,95.3,9.6,137,2019-09-05
"Raheem Mostert","SFO","RB",,,,,74,102.8,20.6,122,214,295.7,,,,,44.5,384,70,94.1,13,123,,,,,65,94.3,8.7,129,2019-09-05
"Bruce Anderson",,"RB",246,285.6,20.3,301,68,89.3,11.2,121,208,295.9,,,,,48.3,381,74,98.2,14.8,125,,,,,70,97.1,10.7,138,2019-09-05
"Arizona","ARI","DST",236,296,44.1,360,16,21.4,2.4,32,172,296.4,,,,,33.1,355,16,24.5,2.8,31,,,,,9,21.6,3.1,31,2019-09-05
"Damion Willis","CIN","WR",,,,,,,,,196,297.7,43,45.3,2.1,48,48.6,392,76,107.9,16,135,112,189.5,24,230,58,96.5,11.9,122,2019-09-05
"Detroit","DET","DST",283,320.5,37.5,358,22,24,1.3,26,171,298.3,,,,,31.7,344,16,24.3,2.5,29,,,,,5,14,3.5,24,2019-09-05
"Chris Hogan","CAR","WR",227,263.2,24.1,308,91,111.2,10.9,134,176,298.5,,,,,39,390,83,106.1,11.9,151,123,191.5,17.5,245,64,98.6,8.5,137,2019-09-05
"Jahlani Tavai","DET","LB",,,,,,,,,63,298.5,,,,,235.5,534,32,62.5,37.1,142,39,133.3,116.2,332,23,48.3,32.1,118,2019-09-05
"Jakeem Grant","MIA","WR",196,278.9,48.3,333,78,125.2,14.1,143,121,298.9,,,,,57.4,379,48,106.5,17.6,141,99,210.6,26.4,244,54,105.7,12.8,131,2019-09-05
"Maurice Harris",,"WR",243,310.3,41.1,351,103,149,24.4,182,281,299.5,,,,,16.9,326,103,134.3,20.4,176,,,,,140,142,2,144,2019-09-05
"Elijah Holyfield","CAR","RB",237,299.7,48.1,354,60,104.6,13.2,121,209,302.2,46,59.4,9.7,75,49.4,357,69,116.4,18.5,158,,,,,,,,,2019-09-05
"Jake Kumerow","GBP","WR",178,292.9,51.9,361,81,115.9,19.9,161,162,303.4,,,,,38.7,377,59,107,13.4,148,141,191.3,13.4,251,73,98.5,7.6,136,2019-09-05
"San Francisco","SFO","DST",292,328,36,364,21,26,1.1,28,137,303.5,,,,,39,350,15,26.7,2.6,32,,,,,10,19.9,3.8,32,2019-09-05
"JD McKissic","DET","RB",,,,,92,107.7,11.4,119,226,304.9,,,,,46.5,377,74,98.8,12.1,118,,,,,71,89.6,6.3,117,2019-09-05
"Zach Zenner",,"RB",,,,,93,120.8,18.3,144,256,305.1,,,,,38.1,387,85,99.7,11.8,123,,,,,78,87.5,9.5,97,2019-09-05
"Blake Bortles","LAR","QB",224,302.7,32.7,340,31,41.5,4.1,50,244,305.2,,,,,27.6,358,33,39.9,4.2,57,,,,,35,37.5,1.5,39,2019-09-05
"Tyler Ervin","JAC","RB",,,,,,,,,298,305.3,,,,,7.3,313,95,113.9,16.2,140,,,,,79,84.5,5.5,90,2019-09-05
"Demarcus Robinson","KCC","WR",173,257.8,36.8,311,78,105.5,13.6,123,147,305.6,,,,,41.8,372,61,106.8,10.3,132,172,219.9,15.8,247,90,110.4,6.3,122,2019-09-05
"Steven Hauschka","BUF","K",242,312,70,382,10,16.7,5.4,26,143,305.8,,,,,35,353,13,23.1,2.5,29,,,,,15,23.1,2.8,30,2019-09-05
"Greg Joseph",,"K",,,,,16,20.3,3.1,23,178,305.8,,,,,34.3,353,5,23,4.9,34,,,,,19,26.2,4.4,32,2019-09-05
"Travis Homer","SEA","RB",265,292,21.6,318,77,93.5,10.7,113,250,306.6,42,63.8,10.2,84,34.2,367,81,101.8,10.7,132,,,,,104,116.7,9,124,2019-09-05
"Isaiah McKenzie","BUF","WR",276,296.5,20.5,317,115,118.5,3.5,122,229,307,,,,,55.8,356,77,144.2,12.2,164,210,224.7,10.7,235,105,131.3,9.6,143,2019-09-05
"Dustin Hopkins","WAS","K",,,,,26,28.8,1.9,31,145,307.1,,,,,34,352,14,25.3,3.1,32,,,,,21,26.6,2.7,32,2019-09-05
"Geoff Swaim","JAC","TE",229,305.3,61.6,378,27,46.9,10,61,140,307.2,,,,,42.3,375,20,34.1,7.3,52,101,174.9,26.5,216,13,29.1,5.8,41,2019-09-05
"Darron Lee","KCC","LB",,,,,,,,,63,308,,,,,245,553,28,71.6,36.3,156,,,,,55,92.5,37.5,130,2019-09-05
"Daniel Carlson","OAK","K",,,,,21,23.5,2.9,28,144,308.2,,,,,36.7,353,11,24.2,2.7,31,,,,,4,23.2,3,30,2019-09-05
"Karan Higdon","HOU","RB",238,309,45.4,356,43,97.3,14,120,195,308.3,34,56.4,5.5,64,52.6,386,72,101.6,20.1,150,,,,,,,,,2019-09-05
"LeGarrette Blount",,"RB",,,,,84,103.3,14.9,134,253,308.5,,,,,32.4,376,93,117.1,17.7,147,,,,,99,105.5,6.5,112,2019-09-05
"New York","NYG","DST",311,336,25,361,20,27,1.9,30,169,308.6,,,,,34.9,355,11,27,2.5,31,,,,,17,27.1,2.7,32,2019-09-05
"Matt LaCosse","NEP","TE",212,277.6,60.2,363,28,43.9,7.7,54,199,308.7,,,,,45.8,365,19,35.8,7.5,70,132,190.5,20.2,220,21,34.4,4.8,43,2019-09-05
"Taiwan Jones","HOU","RB",,,,,,,,,250,309,,,,,47.8,367,81,129.7,18.4,156,,,,,93,109.5,16.5,126,2019-09-05
"DJ Foster","ARI","RB",,,,,,,,,278,310.3,,,,,30.5,368,91,110,13.3,137,,,,,86,95.7,7.4,104,2019-09-05
"Hayden Hurst","BAL","TE",136,213,43.3,383,13,29.8,5.5,40,193,310.4,,,,,34.2,391,25,33.5,4.3,46,140,187.2,12.4,223,25,31.8,3.9,46,2019-09-05
"Dwayne Washington","NOS","RB",,,,,92,114.8,13.3,125,263,310.5,,,,,31,379,79,99.1,9.1,119,,,,,83,97,9.9,110,2019-09-05
"Marcus Murphy",,"RB",,,,,94,118.1,6,128,269,311,,,,,27.3,355,96,117.9,17.6,152,,,,,96,100.5,4.5,105,2019-09-05
"DErnest Johnson","CLE","RB",,,,,,,,,201,311.4,,,,,42.5,382,67,97.6,12.8,120,,,,,79,95,9.2,109,2019-09-05
"Blake Bell","KCC","TE",,,,,50,56.5,6.5,63,295,311.5,,,,,16.5,328,47,60.4,6.8,70,208,231.2,11.3,249,40,55.7,7.7,71,2019-09-05
"Deon Cain","IND","WR",180,240.4,26.2,289,75,96.3,10.5,114,222,311.9,,,,,39.7,387,76,109.9,13.5,157,146,205.9,10,234,76,106.1,8.6,155,2019-09-05
"Jeremy Hill",,"RB",,,,,95,99.5,4.5,104,279,312.3,,,,,23.6,329,107,129.8,24.7,166,,,,,,,,,2019-09-05
"Oakland","OAK","DST",300,333.5,33.5,367,22,27,3.7,31,217,312.3,,,,,23.7,347,25,31.1,1.7,33,,,,,9,20.5,3.6,32,2019-09-05
"Gardner Minshew","JAC","QB",148,255.7,80.4,341,38,47.5,6.8,59,255,313,49,65.3,11.1,79,58,371,38,58.4,6.9,72,,,,,,,,,2019-09-05
"Zane Gonzalez","ARI","K",,,,,22,30.5,5.4,37,248,313.6,,,,,28.2,351,15,26.8,3.2,32,,,,,13,26.3,3.6,32,2019-09-05
"Cincinnati","CIN","DST",315,340,25,365,18,23.6,3,31,136,314.7,,,,,25.9,347,25,29.7,1.7,32,,,,,19,30.6,2.4,32,2019-09-05
"Taylor Bertolet",,"K",,,,,,,,,314,315,,,,,1,316,20,26.8,4.8,36,,,,,12,25,10.7,36,2019-09-05
"Cordarrelle Patterson","CHI","WR",249,312.4,37.1,355,107,128.8,11.8,152,211,315.2,,,,,36.5,379,73,109.5,10.8,138,113,196.1,18.5,250,58,98.9,8,118,2019-09-05
"Brian Hoyer","IND","QB",,,,,59,61.3,1.8,63,249,315.8,,,,,33.1,385,36,48.6,9.7,66,,,,,,,,,2019-09-05
"Torrey Smith",,"WR",,,,,154,167.5,15.1,193,285,316.3,,,,,19,333,104,150.1,29.6,206,,,,,,,,,2019-09-05
"Chad Kelly","IND","QB",,,,,33,48.7,11.1,72,284,316.4,,,,,17.2,334,37,46.5,9.5,72,,,,,,,,,2019-09-05
"Jacquizz Rodgers",,"RB",,,,,99,113.8,12.5,136,263,317,,,,,39.7,357,88,118.8,22.2,154,,,,,,,,,2019-09-05
"Chad Beebe","MIN","WR",237,276.3,30.7,323,94,124.5,28.1,183,209,317.1,,,,,47.5,396,84,112.6,15.2,154,148,207,12.5,226,78,106,6.3,122,2019-09-05
"Dez Bryant",,"WR",,,,,110,128.2,13.6,151,271,317.3,,,,,34.8,360,109,142.8,32.7,190,,,,,116,132.7,13.1,148,2019-09-05
"Anthony Sherman","KCC","RB",,,,,,,,,313,317.5,,,,,4.5,322,102,125,21.9,152,,,,,,,,,2019-09-05
"Irv Smith","MIN","TE",85,164.1,24.1,213,12,20,4.9,33,165,317.9,20,25.1,2.7,34,41.2,373,22,36.4,5.2,52,136,206.3,20.3,231,23,39.5,5.8,50,2019-09-05
"Nick Mullens","SFO","QB",257,295.2,36.4,347,34,41.1,3.7,50,247,318.4,,,,,27.4,385,33,40.6,4.6,63,,,,,,,,,2019-09-05
"Jordan Akins","HOU","TE",,,,,32,53.2,9.1,71,199,318.6,,,,,39.8,371,22,45.1,10.7,65,135,202.4,26.4,255,23,39.6,9,65,2019-09-05
"Ricky Seals-Jones","CLE","TE",175,250.9,53.9,387,23,36.5,5.8,50,181,318.8,,,,,32.2,387,24,38.3,10.3,82,142,198.1,19.5,257,26,39.9,13,78,2019-09-05
"Darius Slayton","NYG","WR",244,284.6,34.8,337,96,134.3,25.5,181,245,318.9,36,51.6,11.2,75,39.4,371,96,130.8,13.8,150,219,231,12,243,110,132.2,10.7,144,2019-09-05
"Charles Clay","ARI","TE",309,330,21,351,36,49.1,6.1,64,221,319.2,,,,,32.5,379,20,36.4,6.3,55,130,194.9,12.8,246,21,34.9,5,60,2019-09-05
"Cairo Santos",,"K",260,319,59,378,12,20.3,4.9,30,255,319.6,,,,,22.6,350,18,24.9,3.1,32,,,,,19,28,3.1,34,2019-09-05
"Jason Sanders","MIA","K",,,,,27,30.3,2.9,34,297,319.7,,,,,18.8,343,18,29.8,2.3,33,,,,,22,31.4,1.4,35,2019-09-05
"Boston Scott","PHI","RB",,,,,102,115.3,14.3,138,239,319.8,,,,,33.9,380,79,115.9,13.4,133,,,,,,,,,2019-09-05
"Trent Taylor","SFO","WR",184,250.8,53.8,315,78,122.6,19.9,152,187,319.8,,,,,46.2,395,75,109.9,15.6,175,197,217.5,20.5,238,100,127.5,7.1,139,2019-09-05
"DeShone Kizer","OAK","QB",,,,,42,49.9,5.6,68,292,320,,,,,23.3,349,38,53.9,8.4,73,,,,,,,,,2019-09-05
"Tyler Kroft","BUF","TE",227,319,69.5,395,30,52.6,5.4,64,203,320.3,,,,,45.7,387,26,48,8.6,69,142,205.4,32.5,238,26,41.8,11.9,54,2019-09-05
"Tampa Bay","TBB","DST",309,337.5,28.5,366,29,30.6,1,32,139,320.3,,,,,27.9,350,2,29.4,1.9,32,,,,,9,25,3.6,32,2019-09-05
"Benjamin Watson","NEP","TE",300,340.5,40.5,381,41,49.8,5.1,59,227,320.5,,,,,38.6,389,23,36,5.4,52,,,,,,,,,2019-09-05
"Zach Line","NOS","RB",,,,,,,,,299,320.5,,,,,23.9,361,99,114.8,17.4,144,,,,,95,116.5,21.5,138,2019-09-05
"Miami","MIA","DST",,,,,23,27.4,0.8,29,167,320.9,,,,,32.1,355,12,29.2,1.7,32,,,,,12,23.8,4,32,2019-09-05
"Buddy Howell","HOU","RB",,,,,,,,,125,321,,,,,57.2,393,47,103.6,16.9,130,,,,,67,93.6,12.2,116,2019-09-05
"James Develin","NEP","RB",,,,,,,,,239,321.9,,,,,42.7,386,79,103.5,11.5,121,,,,,78,98,17.7,127,2019-09-05
"Jason Croom","BUF","TE",,,,,42,63.8,16.7,89,302,322,,,,,20,342,47,60.4,11.2,80,,,,,,,,,2019-09-05
"Kahale Warring","HOU","TE",207,286.1,41.8,339,17,35.7,6.9,47,278,322,35,55.3,11.2,73,34.2,376,31,58.2,20.6,142,,,,,,,,,2019-09-05
"Teddy Bridgewater","NOS","QB",133,259.3,26.7,308,29,36.9,3.8,43,268,322.1,,,,,33.4,387,34,42.2,5.3,61,,,,,,,,,2019-09-05
"Cody Latimer","NYG","WR",216,288.5,41.9,314,96,133.6,11.9,148,209,322.1,,,,,42.8,379,80,115.4,12,142,110,195.3,19.9,219,61,100.5,9.7,141,2019-09-05
"Pierre Garcon",,"WR",,,,,115,139,24.4,183,268,322.3,,,,,39.4,369,112,156,37.8,196,,,,,,,,,2019-09-05
"Cameron Meredith","NEP","WR",257,307,12.7,326,92,118.7,7.8,129,270,323.3,,,,,30.4,373,99,126.8,23.6,193,,,,,,,,,2019-09-05
"Randy Bullock","CIN","K",,,,,24,27.5,2.7,31,252,323.6,,,,,20,353,20,27.3,3,32,,,,,23,29.7,2,33,2019-09-05
"Chris Moore","BAL","WR",273,307.8,23.9,330,100,141.2,10.6,156,195,323.8,,,,,50.1,396,68,119.4,16.6,145,177,208,29.9,254,91,118.8,14.1,142,2019-09-05
"Gary Jennings","SEA","WR",141,245.1,53.5,345,60,103.3,25.4,153,218,323.9,23,45.4,11.4,71,42.5,375,75,123.6,14.4,159,179,213.8,23.9,246,100,122.9,7,132,2019-09-05
"Jordan Thomas","HOU","TE",181,304,17.4,329,23,40.1,7.8,62,207,324,,,,,37.8,394,28,47.5,17.1,137,217,220,3,223,,,,,2019-09-05
"Austin Seferian-Jenkins",,"TE",,,,,34,51.1,7.2,60,302,325.5,,,,,17.7,359,32,61.5,30.9,130,195,208.5,13.5,222,34,49,14.2,68,2019-09-05
"Ryan Grant","OAK","WR",260,301.3,36.6,342,106,134.1,16.4,157,251,325.7,,,,,36.6,384,90,117.2,14.8,153,167,203.4,13.8,250,86,103.9,7.7,138,2019-09-05
"CJ Uzomah","CIN","TE",239,303,44.7,351,33,45.7,5.5,56,216,325.8,,,,,41,391,21,38.7,6.1,54,128,188.3,13.6,221,19,32.4,3.7,44,2019-09-05
"Nick Vannett","SEA","TE",242,305.8,53.7,388,35,46.4,6.4,59,195,326.2,,,,,31.1,394,26,38.5,6.8,60,101,188.6,11.8,222,13,32.2,3.5,44,2019-09-05
"Mo Alie-Cox","IND","TE",,,,,29,54.3,7.6,65,294,326.3,,,,,25.3,352,37,56.6,8.2,79,201,236.9,12,257,45,58.6,10.1,81,2019-09-05
"Troymaine Pope","LAC","RB",,,,,,,,,324,326.5,,,,,2.5,329,104,124,14.9,146,,,,,87,104.2,14,127,2019-09-05
"Jace Sternberger","GBP","TE",82,183.8,25.5,249,12,23.9,5.4,38,207,326.7,18,31.1,5.1,42,41.6,388,24,47.9,14.2,112,237,241.5,4.5,246,,,,,2019-09-05
"Keith Kirkwood","NOS","WR",220,266.8,25.7,312,90,117.6,15.5,162,210,326.7,,,,,40.3,379,92,115.6,12.9,177,147,206.6,12.6,254,77,105.9,7.3,133,2019-09-05
"Reggie Bonnafon","CAR","RB",,,,,,,,,262,326.9,,,,,34.3,388,87,106,11.7,128,,,,,72,93.2,16.7,115,2019-09-05
"Justin Watson","TBB","WR",191,242.8,41.6,312,81,115.7,17.6,149,220,326.9,,,,,47.4,384,76,112.3,12.9,135,151,212,29.9,256,79,110.5,10.9,127,2019-09-05
"Paul Perkins","NYG","RB",,,,,96,116.3,13.2,133,219,327.7,,,,,33.6,387,71,104.3,8.6,122,,,,,81,100.9,6.7,113,2019-09-05
"Riley Ridley","CHI","WR",152,236.8,49.5,336,74,101,14.4,136,235,327.9,30,42.3,7.7,61,46.7,395,91,130,15.1,156,163,199.5,36.5,236,84,131.6,8.6,143,2019-09-05
"Alex Erickson","CIN","WR",,,,,,,,,306,328.8,,,,,32.1,384,112,139.8,13,181,194,223.7,12.6,245,98,119.8,17.5,163,2019-09-05
"Josh Oliver","JAC","TE",98,223.4,39,296,15,30.6,6.8,51,188,329.4,30,45.9,5.2,57,50.5,394,23,43.4,7.4,61,191,223.8,12.4,236,33,56.1,17.6,89,2019-09-05
"Mason Rudolph","PIT","QB",144,271.2,65.3,327,35,42.7,4.2,56,284,329.4,,,,,40.6,387,37,49.8,8.4,75,,,,,,,,,2019-09-05
"Vernon Davis","WAS","TE",,,,,41,54.4,8.1,74,213,329.7,,,,,41.8,389,26,39.5,6.9,64,108,182.1,33.7,223,14,31.7,8.7,46,2019-09-05
"Kelvin Benjamin",,"WR",279,303.7,17.6,319,113,139.3,19.4,172,297,330,,,,,33,363,115,152.3,42.6,212,,,,,,,,,2019-09-05
"Trent Sherfield","ARI","WR",306,314,8,322,101,128.8,17,147,270,330.8,,,,,47,383,99,140.9,18.6,180,,,,,105,136.8,22,167,2019-09-05
"Jonnu Smith","TEN","TE",177,230.9,46.2,386,21,32.8,5.6,46,220,331,,,,,37.7,381,29,40.2,4.6,49,186,213.6,12.7,229,32,42.7,4.7,49,2019-09-05
"Tim Patrick","DEN","WR",206,294.6,54.2,353,86,135.1,16.3,156,203,332.3,,,,,42.8,387,71,117.3,12.8,153,180,223.3,20.5,254,94,113.4,9.9,140,2019-09-05
"Brett Hundley","ARI","QB",,,,,52,58.5,4.3,64,283,332.6,,,,,24.4,385,36,46,6.5,61,,,,,,,,,2019-09-05
"Detrez Newsome","LAC","RB",,,,,114,126.3,11.1,141,252,333.3,,,,,47.9,383,83,112.8,15,132,,,,,,,,,2019-09-05
"JJ Nelson","OAK","WR",,,,,135,151.7,11.1,165,253,333.8,,,,,36.2,378,95,130,11.4,154,161,199.6,25.9,232,82,126.7,14.1,147,2019-09-05
"Blake Jarwin","DAL","TE",237,299.7,44.7,384,19,44.1,8.5,67,206,333.9,,,,,36.8,380,27,41,6.9,61,101,209.9,15.1,231,27,40.3,4.3,50,2019-09-05
"Byron Pringle","KCC","WR",264,317.3,37.9,349,94,132.8,19.8,156,298,334,,,,,29,369,110,138.6,13.1,174,,,,,133,149,11,163,2019-09-05
"Ryan Switzer","PIT","WR",223,288.5,40.8,331,91,135,18.1,174,212,334.3,,,,,34.6,384,89,114.4,11.8,150,179,221.4,22.2,251,93,116.5,11.5,137,2019-09-05
"Foster Moreau","OAK","TE",151,289.6,52.7,334,28,44.2,5.1,56,274,334.7,30,58.9,7.1,76,47.5,390,38,56.7,8.5,77,229,246.2,5.8,255,49,63,6.1,72,2019-09-05
"Tavon Austin","DAL","WR",,,,,132,150,17.5,178,232,334.9,,,,,46.5,393,104,137.9,16.4,188,206,229,16.7,245,105,129.7,10,150,2019-09-05
"Andy Janovich","DEN","RB",,,,,,,,,299,335,,,,,34.4,388,99,117.2,13.2,138,,,,,,,,,2019-09-05
"Maxx Williams","ARI","TE",,,,,60,73.6,7.6,83,262,335.4,,,,,30.8,387,32,52.5,11.2,72,194,223,16.5,247,36,49.8,10.7,72,2019-09-05
"Will Grier","CAR","QB",140,288.8,18.4,317,28,38.7,3.9,45,276,335.6,45,52.9,5,61,29.3,397,34,43.5,6.5,62,,,,,,,,,2019-09-05
"David Fluellen","TEN","RB",,,,,,,,,287,335.6,,,,,23.1,382,94,109.1,7.3,125,,,,,81,102.6,12.5,120,2019-09-05
"Colt McCoy","WAS","QB",263,306,43,349,41,50.1,6.3,67,272,336.7,,,,,38,397,35,46.4,9.3,70,,,,,,,,,2019-09-05
"Dontrelle Inman","LAC","WR",264,319.5,41.7,373,104,144.3,17.2,163,244,336.9,,,,,29.4,372,88,131.2,16.6,172,194,217.3,16.7,244,98,121.2,9.3,133,2019-09-05
"Dawson Knox","BUF","TE",102,239.5,43.5,341,22,33.9,6.7,51,224,337.1,36,48.1,8.8,66,46.2,394,24,42.4,9.9,69,189,224.4,12.6,255,32,47.2,7.4,67,2019-09-05
"Adam Shaheen","CHI","TE",240,302,41.9,391,27,40.9,5.6,60,116,337.5,,,,,41.9,391,16,43.8,6.6,56,120,186.8,30.6,238,18,34.1,8.9,54,2019-09-05
"Jeff Heuerman","DEN","TE",,,,,50,59.2,8.4,75,289,337.6,,,,,27.5,390,28,51.2,7.9,76,142,214.1,15.5,240,26,42.1,5.5,56,2019-09-05
"Luke Willson",,"TE",,,,,51,63,8,72,306,337.6,,,,,16.1,363,34,46.3,10,63,212,226,14,240,40,55.5,15.5,71,2019-09-05
"Josh Hill","NOS","TE",,,,,46,69.3,13.9,82,285,337.7,,,,,38.3,394,43,56.3,6.9,75,195,231.4,9.4,245,39,53.2,5.9,67,2019-09-05
"Jake Butt","DEN","TE",225,301.3,53,390,35,45.9,6.7,57,275,338,,,,,21.1,380,28,48.8,18.7,140,195,211.5,16.5,228,,,,,2019-09-05
"Tyler Higbee","LAR","TE",254,323.5,69.5,393,36,50.2,8.6,74,214,338.2,,,,,38.8,391,21,45.8,6.5,64,181,217.7,11.7,235,32,44.6,3.9,52,2019-09-05
"JMon Moore",,"WR",202,303.7,36.9,346,89,121.2,18.9,160,275,338.4,,,,,27.2,378,101,129.3,22.6,190,190,205.5,15.5,221,117,132,11.9,146,2019-09-05
"Elijhaa Penny","NYG","RB",,,,,115,122.7,8.8,135,275,338.6,,,,,22.4,368,90,116.9,10.2,136,,,,,88,105.3,18.8,136,2019-09-05
"Ryan Finley","CIN","QB",147,277.4,66.7,327,33,44.5,6.1,58,284,338.7,49,62.2,9.5,81,42.9,393,35,46.8,7.4,65,,,,,,,,,2019-09-05
