PLAYERID,DRAFTYEAR,POSITION,NAME,COLLEGE,ROUND,PICK,TEAM,NOTES,ATRAS,RAS,,"NOTE: RAS WILL BE INCORRECT FOR MOST 2019 PROSPECTS DUE TO RECENT UPDATES, THIS WILL EVEN OUT OVER TIME"
347,1987,DT,Tim Johnson,Penn State,6,141,Steelers,,3.82,3.57,,
348,1987,LB,Tim Jordan,Wisconsin,4,107,Patriots,,7.12,9.03,,
349,1987,FB,Tim Manoa,Penn State,3,80,Browns,,3.48,4,,
350,1987,SS,Tim Mcdonald,Southern California,2,34,Cardinals,|ProBowl|,4.23,8.33,,
351,1987,FS,Tim Peoples,Washington,7,174,Cardinals,,3.13,8.75,,
352,1987,LB,Tim Pidgeon,Syracuse,9,237,Dolphins,,5.41,8.39,,
353,1987,RB,Tim Richardson,Pacific,6,160,Giants,,,,,
354,1987,RB,Timmy Smith,Texas Tech,5,117,Redskins,,,,,
355,1987,LB,Toby Caston,Louisiana State,6,159,Texans,,2.94,3.23,,
356,1987,LB,Todd Howard,Texas A&M,3,73,Chiefs,,2.63,2.9,,
357,1987,OG,Todd Peat,Northern Illinois,11,285,Cardinals,,2.03,3.85,,
358,1987,CB,Toi Cook,Stanford,8,207,Saints,,1.83,1.58,,
359,1987,RB,Tom Brown,Pittsburgh,7,182,Dolphins,,3.04,3.91,,
360,1987,DE,Tom Gibson,Northern Arizona,5,116,Patriots,,,,,
361,1987,OT,Tom Welter,Nebraska,,,,,1.04,1.05,,
362,1987,RB,Tommie Agee,Auburn,5,119,Seahawks,,,,,
363,1987,FB,Tommy Agee,Auburn,,,,,,,,
364,1987,RB,Tommy Neal,Maryland,11,306,Broncos,,,,,
365,1987,SS,Tommy Powell,Auburn,,,,,,,,
366,1987,RB,Tony Burse,Middle Tennessee State,12,324,Seahawks,,2.13,3.04,,
367,1987,SS,Tony Elliott,Central Michigan,,,,,0.39,0,,
368,1987,DT,Tony Leiker,Stanford,7,172,Packers,,,,,
369,1987,SS,Tony Mayes,Kentucky,5,137,Buccaneers,,,,,
370,1987,DE,Tony Woods,Pittsburgh,1,18,Seahawks,,3.51,7.86,,
371,1987,RB,Tracy Ham,Georgia Southern,9,240,Rams,,0.25,0.87,,
372,1987,Wr,Tracy Martin,North Dakota,6,161,Jets,,,,,
373,1987,RB,Troy Stradford,Boston College,4,99,Dolphins,,1.22,4.35,,
374,1987,FS,Tyrone Braxton,North Dakota State,12,334,Broncos,|ProBowl|,,,,
375,1987,OG,Tyrone Sorrells,Georgia Tech,12,319,Saints,,7.26,9.23,,
376,1987,OT,Victor Perry,Georgia,,,,,4.12,6.32,,
377,1987,LB,Victor Simmons,Central State,,,,,2.49,1.61,,
378,1987,QB,Vinny Testaverde,Miami,1,1,Buccaneers,|ProBowl|,7.93,10,,
379,1987,DE,Wally Kleine,Notre Dame,2,48,Redskins,,1.11,2.86,,
380,1987,DT,Walter Johnson,Pittsburgh,,,,,4.87,5,,
381,1987,LB,Walter Johnson,Louisiana Tech,2,46,Texans,,6.81,9.35,,
382,1987,FB,Warren Marshall,James Madison,6,167,Broncos,,2.7,3,,
383,1987,LB,Wayne Davis,Alabama,9,229,Cardinals,,,,,
384,1987,CB,Wayne Haddix,Liberty,,,,|ProBowl|,4.33,5.79,,
385,1987,DE,Wes Dove,Syracuse,12,312,Seahawks,,,,,
386,1987,OC,Wes Neighbors,Alabama,9,231,Texans,,,,,
387,1987,OG,Wilbur Strozier,Georgia,7,194,Broncos,,,,,
388,1987,DE,Will Johnson,Louisiana-Monroe,5,138,Bears,,,,,
389,1987,TE,William Harris,Bishop's,7,195,Cardinals,,3.74,8.24,,
390,1987,WR,Willie Marshall,Temple,6,145,Packers,,4.37,8.16,,
391,1987,LB,Winston Moss,Miami,2,50,Buccaneers,,3.32,5.48,,
392,1988,WR,Aaron Cox,Arizona State,1,20,Rams,,2.45,4.5,,
393,1988,DE,Aaron Jones,Eastern Kentucky,1,18,Steelers,,,,,
394,1988,WR,Aatron Kenney,Wisconsin Stevens Point,12,308,Colts,,,,,
395,1988,DT,Al Huge,Hillsdale,,,,,2.51,2.76,,
396,1988,DT,Al Noga,Hawaii,3,71,Vikings,|10SACKS-1989|7.5SACK-1989;1992|,8.82,8.97,,
397,1988,RB,Alan Hooker,North Carolina A&T,,,,,3.71,5.69,,
398,1988,DT,Albert Goss,Jackson State,12,314,Jets,,,,,
399,1988,TE,Alex Higdon,Ohio State,3,56,Falcons,,6.43,9.38,,
400,1988,WR,Alfred Dorsey,Nicholls State,,,,,0.14,0,,
401,1988,TE,Alfredo Roberts,Miami,8,197,Chiefs,,1.84,4.69,,
402,1988,LB,Andre Lloyd,Jackson State,,,,,1.86,2.22,,
403,1988,OT,Andre Lockley,Tulane,,,,,1.61,2.8,,
404,1988,WR,Andy Schillinger,Miami,10,260,Cardinals,,3.07,5.5,,
405,1988,CB,Anthony Blaylock,Winston-Salem,4,103,Browns,,,,,
406,1988,WR,Anthony Miller,Tennessee,1,15,Chargers,|ProBowl|1.25kREC-1989|1kREC-1989;1992;1993;1994;1995|750REC-1989;1990;1992;1993;1994;1995|,4.06,7.25,,
407,1988,SS,Anthony Newman,Oregon,2,35,Rams,,9.55,10,,
408,1988,RB,Anthony Simpson,East Carolina,8,198,Buccaneers,,,,,
409,1988,DT,Artis Jackson,Texas Tech,10,266,Dolphins,,1.15,2.07,,
410,1988,LB,Aundray Bruce,Auburn,1,1,Falcons,,,,,
411,1988,WR,Azizuddin Abdur-Raoof,Maryland,9,224,Chiefs,,6.37,9.75,,
412,1988,P,Barry Helton,Colorado,4,102,49ers,,,,,
413,1988,LB,Ben Hummel,UCLA,12,317,Cowboys,,,,,
414,1988,SS,Bennie Blades,Miami,1,3,Lions,|ProBowl|,7.11,9.52,,
415,1988,WR,Bernard Ford,Central Florida,3,65,Bills,,4.59,8.13,,
416,1988,OG,Bill Condon,Alabama,,,,,4.37,2.19,,
417,1988,LB,Bill Romanowski,Boston College,3,80,49ers,|ProBowl|7.5SACK-1998|,4.94,8.25,,
418,1988,FS,Billy Owens,Pittsburgh,10,263,Cowboys,,2.79,7.06,,
419,1988,LB,Blake Peterson,Mesa State,9,249,Redskins,,,,,
420,1988,FB,Bo Wright,Alabama,7,184,Bills,,5.35,8,,
421,1988,OG,Bob Sims,Florida,6,162,Saints,,6.47,6.88,,
422,1988,DB,Bobby Dawson,Illinois,11,295,Steelers,,,,,
423,1988,TE,Brad Beckman,Nebraska-Omaha,7,183,Vikings,,4.53,7.81,,
424,1988,FS,Brad Edwards,South Carolina,2,54,Vikings,,4.02,9.41,,
425,1988,FB,Brad Muster,Stanford,1,23,Bears,,8.42,9.33,,
426,1988,CB,Brandy Wells,Notre Dame,9,226,Bengals,,2.66,5.23,,
427,1988,DT,Brendan McCormack,South Carolina,12,323,Giants,,,,,
428,1988,WR,Brett Perriman,Miami,2,52,Saints,|1.25kREC-1995|1kREC-1995;1996|750REC-1992;1994;1995;1996|,7.56,9.88,,
429,1988,WR,Brian Bedford,California,9,232,Cowboys,,4.92,8.63,,
430,1988,WR,Brian Blades,Miami,2,49,Seahawks,|ProBowl|1kREC-1989;1991;1994;1995|750REC-1989;1991;1993;1994;1995|,5.21,7.63,,
431,1988,LB,Brian Bonner,Minnesota,9,247,49ers,,,,,
432,1988,LB,Brian Forde,Washington State,7,190,Saints,,5.42,7.3,,
433,1988,OG,Brian Habib,Washington,10,264,Vikings,,9.28,10,,
434,1988,TE,Brian Kinchen,Louisiana State,12,320,Dolphins,,1.96,2.19,,
435,1988,DB,Brian Washington,Nebraska,10,272,Browns,,,,,
436,1988,QB,Bud Keyes,Wisconsin,10,256,Packers,,,,,
437,1988,OG,Caesar Rentie,Oklahoma,7,189,Bears,,5.24,6.56,,
438,1988,DB,Carl Mims,Sam Houston State,5,127,Redskins,,,,,
439,1988,RB,Carl Painter,Hampton,6,142,Lions,,,,,
440,1988,WR,Carl Parker,Vanderbilt,12,307,Bengals,,,,,
441,1988,LB,Carlton Bailey,North Carolina,9,235,Bills,,,,,
442,1988,DB,Carter Wiley,Virginia Tech,12,306,Falcons,,,,,
443,1988,WR,Cassius Osborn,Georgia,,,,,0.79,2.25,,
444,1988,LB,Cedric Figaro,Notre Dame,6,152,Chargers,,,,,
445,1988,DT,Chad Hennings,Air Force,11,290,Cowboys,,,,,
446,1988,FB,Channing Williams,Arizona State,10,268,Broncos,,2.29,4,,
447,1988,CB,Charles Dimry,Nevada-Las Vegas,5,110,Falcons,,,,,
448,1988,FB,Charles Webb,Arizona,,,,,1.87,2,,
449,1988,FS,Chet Brooks,Texas A&M,11,303,49ers,,,,,
450,1988,K,Chip Lohmiller,Minnesota,2,55,Redskins,|ProBowl|,,,,
451,1988,DB,Chris Carrier,Louisiana State,12,318,Cardinals,,,,,
452,1988,QB,Chris Chandler,Washington,3,76,Colts,|ProBowl|,3.84,6.8,,
453,1988,LB,Chris Gaines,Vanderbilt,5,120,Cardinals,,1.82,2.86,,
454,1988,LB,Chris Spielman,Ohio State,2,29,Lions,|ProBowl|,2.49,3.17,,
455,1988,TE,Chris Verhulst,Cal State Chico,5,130,Texans,,7.16,8.44,,
456,1988,FS,Chuck Cecil,Arizona,4,89,Packers,|ProBowl|,,,,
457,1988,OC,Chuck Lanza,Notre Dame,3,70,Steelers,,8.63,10,,
458,1988,CB,Clarence Nunn,San Diego State,9,246,Saints,,1.12,2.73,,
459,1988,WR,Clay Whitehurst,Alabama,,,,,1.03,1.63,,
460,1988,LB,Clifford Charlton,Florida,1,21,Browns,,,,,
461,1988,CB,Corris Ervin,Central Florida,5,136,Broncos,,,,,
462,1988,FB,Craig Heyward,Pittsburgh,1,24,Saints,|ProBowl|1kRUSH-1995|750RUSH-1995|,,,,
463,1988,OT,Craig Kantner,Ball State,,,,,3.6,5.2,,
464,1988,CB,Cris Dishman,Purdue,5,125,Texans,|ProBowl|,2.98,6.14,,
465,1988,DE,Curt Koch,Colorado,11,305,Redskins,,,,,
466,1988,WR,Curtis Chappell,Howard,,,,,2.28,3.75,,
467,1988,DT,Curtis Maxey,Grambling,8,195,Bengals,,,,,
468,1988,QB,Dan Henning,Maryland,,,,,0.03,0,,
469,1988,QB,Dan Mccoin,Cincinnati,,,,,0.22,2,,
470,1988,LB,Dan Murray,East Stroudsburg,6,150,Bills,,,,,
471,1988,SS,Danny Copeland,Eastern Kentucky,9,244,Browns,,6.39,9.05,,
472,1988,QB,Danny McCoin,Cincinnati,11,281,Lions,,,,,
473,1988,QB,Danny Mcmanus,Florida State,11,282,Chiefs,,1.29,3.6,,
474,1988,WR,Danny Smith,South Carolina,,,,,1.92,4.13,,
475,1988,DE,Danny Stubbs,Miami,2,33,49ers,|7.5SACK-1990;1992;1996|,1.6,3.13,,
476,1988,TE,Danta Whitaker,Mississippi Valley,7,186,Giants,,,,,
477,1988,LB,Dante Jones,Oklahoma,2,51,Bears,,,,,
478,1988,LB,Darin Jordan,Northeastern,5,121,Steelers,,,,,
479,1988,FS,Darrel Fullington,Miami,,,,,2.76,8.82,,
480,1988,FS,Darrell Fullington,Miami,5,124,Vikings,,,,,
481,1988,LB,Darrell Reed,Oklahoma,5,116,Packers,,0.83,1.11,,
482,1988,WR,Darryl Franklin,Washington,8,201,Rams,,0.26,0.88,,
483,1988,WR,Darryl Harris,Arizona State,,,,,0.7,3,,
484,1988,RB,Darryl Mcgill,Wake Forest,8,221,Redskins,,3.59,6.27,,
485,1988,WR,Darryl Pearson,Alabama State,,,,,0.29,0.38,,
486,1988,WR,Darryl Usher,Illinois,7,181,Patriots,,3.96,6.75,,
487,1988,OT,Daryl Parham,North Carolina,,,,,8.24,8.8,,
488,1988,OG,Dave Cadigan,Southern California,1,8,Jets,,,,,
489,1988,OT,Dave Des Rochers,San Diego State,12,326,Seahawks,,,,,
490,1988,OT,Dave Desrochers,San Diego State,,,,,0.46,0.4,,
491,1988,DT,Dave Nugent,Boston College,12,321,Patriots,,5.4,5.86,,
492,1988,OC,Dave Viaene,Minnesota-Duluth,,,,,7.62,7.69,,
493,1988,OT,Dave Widell,Boston College,4,94,Cowboys,,2.55,4,,
494,1988,OT,David Cadigan,Southern California,,,,,8,10,,
495,1988,DT,David Futrell,Brigham Young,12,313,Giants,,,,,
496,1988,DT,David Grant,West Virginia,4,84,Bengals,,2.33,2.41,,
497,1988,OT,David Houle,Michigan State,6,145,Giants,,8.58,9.4,,
498,1988,WR,David Miles,Brigham Young,,,,,2.66,5.88,,
499,1988,OT,David Richards,UCLA,4,98,Chargers,,2.02,1.8,,
500,1988,RB,David Smith,Western Kentucky,8,207,Rams,,,,,
501,1988,LB,David Spradlin,Texas Christian,9,241,Texans,,,,,
502,1988,SS,David Tate,Colorado,8,208,Bears,,4.8,6.19,,
503,1988,OT,David Viaene,Minnesota-Duluth,8,214,Texans,,,,,
504,1988,CB,David Vickers,Oklahoma,,,,,1.49,2.95,,
505,1988,QB,David Weber,Carroll,11,283,Raiders,,,,,
506,1988,DT,Deatrich Wise,Jackson State,9,242,Seahawks,,,,,
507,1988,CB,Dennis Price,UCLA,5,131,Raiders,,,,,
508,1988,OC,Dermontti Dawson,Kentucky,2,44,Steelers,|ProBowl|,8,8.46,,
509,1988,SS,Derrick Crudup,Oklahoma,7,171,Raiders,,3.05,2.86,,
510,1988,CB,Derrick White,Oklahoma,6,164,Vikings,,0.1,0,,
511,1988,DT,Derwin Jones,Miami,10,269,Seahawks,,,,,
512,1988,QB,Don Mcpherson,Syracuse,6,149,Eagles,,7.97,8.4,,
513,1988,TE,Donnie Dee,Tulsa,11,297,Colts,,,,,
514,1988,OT,Doug Fiala,Colorado State,,,,,4.38,6.2,,
515,1988,WR,Duke Donaldson,Auburn,,,,,0.5,0.63,,
516,1988,CB,Dwayne Harper,South Carolina State,11,299,Seahawks,,,,,
517,1988,CB,Dwight Sistrunk,Iowa,,,,,0.28,0.91,,
518,1988,OG,Ed Gillies,Cal-State Fullerton,,,,,8.25,8.44,,
519,1988,OC,Ed Miller,Pittsburgh,11,285,Chargers,,,,,
520,1988,LB,Edward Phillips,Auburn,,,,,4.69,6.19,,
521,1988,DB,Ellis Dillahunt,East Carolina,10,253,Bengals,,,,,
522,1988,CB,Eric Allen,Arizona State,2,30,Eagles,|ProBowl|,3.24,5.68,,
523,1988,OG,Eric Andolsek,Louisiana State,5,111,Lions,,4.69,5,,
524,1988,CB,Eric Everett,Texas Tech,5,122,Eagles,,7.55,9.09,,
525,1988,DB,Eric Hickerson,Indiana,10,259,Giants,,,,,
526,1988,LB,Eric Kumerow,Ohio State,1,16,Dolphins,,,,,
527,1988,OT,Eric Moore,Indiana,1,10,Giants,,4.29,8,,
528,1988,CB,Erik Campbell,Michigan,,,,,0.99,1.82,,
529,1988,SS,Erik Mcmillan,Missouri,3,63,Jets,|ProBowl|,4.34,7.14,,
530,1988,WR,Ernie Jones,Indiana,7,179,Cardinals,|750REC-1989;1991|,,,,
531,1988,DT,Erwin Grabisna,Case Western,6,143,Raiders,,8.84,9.31,,
532,1988,CB,Eugene Hardy,Arizona,,,,,1.01,2.05,,
533,1988,LB,Ezekial Gadson,Pittsburgh,5,123,Bills,,5.49,6.67,,
534,1988,TE,Ferrell Edmunds,Maryland,3,73,Dolphins,|ProBowl|,,,,
535,1988,WR,Flipper Anderson,UCLA,2,46,Rams,|1kREC-1989;1990|750REC-1989;1990;1994|,4.24,7.5,,
536,1988,WR,Frank Pillow,Tennessee State,11,279,Buccaneers,,,,,
537,1988,FS,Franky Thomas,Houston,,,,,1.63,4.12,,
538,1988,LB,Fred Strickland,Purdue,2,47,Rams,,5.71,7.94,,
539,1988,OG,Garry Frank,Mississippi State,7,192,Broncos,,8.18,9.38,,
540,1988,WR,Gary Couch,Minnesota,11,302,Saints,,,,,
541,1988,DT,Gary Hadd,Minnesota,8,196,Lions,,,,,
542,1988,LB,Gary Mcguire,Houston,,,,,1.35,2.06,,
543,1988,RB,Gary Patton,Eastern Michigan,7,172,Jets,,0.44,1.18,,
544,1988,CB,Gary Richard,Pittsburgh,7,173,Packers,,0.4,0.68,,
545,1988,RB,Gaston Green,UCLA,1,14,Rams,|ProBowl|1kRUSH-1991|750RUSH-191|,5.57,7.45,,
546,1988,RB,George Cooper,Ohio State,6,156,Dolphins,,1.74,3.14,,
547,1988,DE,George Hinkle,Arizona,11,293,Chargers,,0.51,1.25,,
548,1988,LB,George Mira,Miami,12,331,49ers,,2.74,4.44,,
549,2018,XX,Enter Name,College,,,,,,,,
550,1988,WR,George Thomas,Nevada Las Vegas,6,138,Falcons,,3.74,7.13,,
551,1988,OT,Gerald Perry,Southern,2,45,Broncos,,5.45,8.2,,
552,1988,OT,Glenn Derby,Wisconsin,8,218,Saints,,3.45,6,,
553,1988,RB,Gordie Lockbaum,Holy Cross,9,236,Steelers,,,,,
554,1988,RB,Gordon Lockbaum,Holy Cross,,,,,1.65,3.33,,
555,1988,LB,Greg Clark,Arizona State,12,329,Bears,,,,,
556,1988,SS,Greg Cox,San Jose State,,,,,2.33,1.9,,
557,1988,WR,Greg Harris,Troy State,11,286,Giants,,,,,
558,1988,OT,Greg Johnson,Oklahoma,4,99,Dolphins,,7.38,9.6,,
559,1988,OT,Greg Kunkel,Kentucky,12,311,Raiders,,4.71,6.8,,
560,1988,P,Greg Montgomery,Michigan State,3,72,Texans,|ProBowl|,,,,
561,1988,TE,Greg Scales,Wake Forest,5,112,Saints,,2.02,5,,
562,1988,WR,Guy Liggins,San Jose State,,,,,1.42,2.63,,
563,1988,FS,Harold Hicks,San Diego State,7,193,Redskins,,6.66,10,,
564,1988,OG,Harry Galbreath,Tennessee,8,212,Dolphins,,5.16,5.31,,
565,1988,RB,Harvey Reed,Howard,8,217,Bears,,4.24,7.06,,
566,1988,WR,Hendley Hawkins,Nebraska,11,300,Browns,,,,,
567,1988,DT,Henry Brown,Florida,10,277,Redskins,,5.63,4.48,,
568,1988,WR,Herb Gainer,Florida State,,,,,0.91,1.88,,
569,1988,OT,Herb Wester,Iowa,5,114,Bengals,,1.55,3.6,,
570,1988,OG,Houston Hoover,Jackson State,6,140,Falcons,,,,,
571,1988,FB,Ickey Woods,Nevada Las Vegas,2,31,Bengals,|1kRUSH-1988|750RUSH-1988|,5.84,6.67,,
572,1988,CB,Izel Jenkins,North Carolina State,11,288,Eagles,,,,,
573,1988,WR,J.J. Birden,Oregon,8,216,Browns,,6.73,9.25,,
574,1988,WR,J.R. Ambrose,Mississippi,4,96,Chiefs,,,,,
575,1988,LB,James Earle,Clemson,12,322,Steelers,,1.53,2.38,,
576,1988,CB,James Hasty,Washington State,3,74,Jets,|ProBowl|,,,,
577,1988,WR,James Milling,Maryland,11,278,Falcons,,2.58,5.25,,
578,1988,RB,James Primus,UCLA,9,222,Falcons,,5.16,8.24,,
579,1988,WR,James Rich,Albany State,,,,,0.38,1.13,,
580,1988,RB,James Saxon,San Jose State,6,139,Chiefs,,1.62,4.31,,
581,1988,TE,James Thornton,Cal State Fullerton,4,105,Bears,,,,,
582,1988,FS,James Washington,UCLA,5,137,Rams,,0.67,0,,
583,1988,RB,Jamie Morris,Michigan,4,109,Redskins,,0.76,1.96,,
584,1988,SS,Jarvis Williams,Florida,2,42,Dolphins,,1.02,0.95,,
585,1988,TE,Jason Cooper,Duke,,,,,,,,
586,1988,WR,Jeff Beathard,Southern Oregon,12,333,Rams,,,,,
587,1988,QB,Jeff Burger,Auburn,,,,,6.25,9.2,,
588,1988,DE,Jeff Cross,Missouri,9,239,Dolphins,|ProBowl|10SACKS-1989;1990;1993|7.5SACK-1989;1990;1993;1994|,1.37,3.44,,
589,1988,WR,Jeff Fairholm,Arizona,,,,,1.04,3.13,,
590,1988,LB,Jeff Herrod,Mississippi,9,243,Colts,,,,,
591,1988,WR,Jeff James,Stanford,7,169,Lions,,0.95,2.38,,
592,1988,DE,Jeff Knapton,Wyoming,6,165,Rams,,0.88,2.19,,
593,1988,DT,Jeff Wright,Central Missouri,8,213,Bills,,,,,
594,1988,CB,Jerry Dunlap,Youngstown State,,,,,0.46,1.14,,
595,1988,DE,Jerry Reese,Kentucky,5,128,Steelers,,,,,
596,1988,DE,Jethro Franklin,Fresno State,11,298,Texans,,,,,
597,1988,TE,Jim Thornton,Cal-State Fullerton,,,,,8.66,9.69,,
598,1988,LB,Joe Cain,Oregon Tech,8,210,Vikings,,,,,
599,1988,LB,Joe Campbell,New Mexico State,4,91,Chargers,,,,,
600,1988,DT,Joe Schuster,Iowa,10,261,Eagles,,,,,
601,1988,OT,Joel Porter,Baylor,10,273,Bears,,4.75,6.6,,
602,1988,OT,Joey Howard,Tennessee,9,238,Chargers,,,,,
603,1988,CB,John Baylor,Southern Mississippi,5,129,Colts,,4.11,6.36,,
604,1988,CB,John Booty,Texas Christian,10,257,Jets,,2.1,3.86,,
605,1988,LB,John Brantley,Georgia,12,325,Texans,,1.35,1.27,,
606,1988,OG,John Bruhin,Tennessee,4,86,Buccaneers,,,,,
607,1988,OT,John Driscoll,New Hampshire,12,309,Bills,,2.97,4.6,,
608,1988,OT,John Elliott,Michigan,,,,,1.92,3.4,,
609,1988,LB,John Galvin,Boston College,11,287,Jets,,,,,
610,1988,WR,John Garrett,Syracuse,,,,,0.08,0.5,,
611,1988,FS,John Hagy,Texas,8,204,Bills,,1.22,1.18,,
612,1988,OT,John Jackson,Eastern Kentucky,10,252,Steelers,,,,,
613,1988,OG,John Phillips,Clemson,,,,,3.87,1.88,,
614,1988,RB,John Stephens,Northwestern State,1,17,Patriots,|ProBowl|1kRUSH-1988|750RUSH-1988;1989;1990|,9.73,10,,
615,1988,WR,John Talley,West Virginia,,,,,1.57,3.5,,
616,1988,WR,John Williams,Kansas State,,,,,1.35,1.75,,
617,1988,WR,Johnny Carter,Grambling State,12,332,Broncos,,,,,
618,1988,DT,Jon Carter,Pittsburgh,5,118,Giants,,6.62,7.93,,
619,1988,OG,Jon Phillips,Oklahoma,6,148,Cardinals,,6.16,7.19,,
620,1988,WR,JR Ambrose,Mississippi,,,,,2.37,4.88,,
621,1988,OT,Jumbo Elliott,Michigan,2,36,Giants,|ProBowl|,,,,
622,1988,WR,Keith Gloster,Temple,,,,,0.48,1,,
623,1988,TE,Keith Jackson,Oklahoma,1,13,Eagles,|ProBowl|750REC-1988|,2.73,6.25,,
624,1988,RB,Keith Jones,Nebraska,6,147,Rams,,5.63,7.25,,
625,1988,DB,Keith McCoy,Fresno State,11,291,Cardinals,,,,,
626,1988,TE,Keith Neubert,Nebraska,8,203,Jets,,1.38,3.13,,
627,1988,SS,Keith Taylor,Illinois,5,134,Saints,,6.32,7.62,,
628,1988,RB,Keith Woodside,Texas A&M,3,61,Packers,,3.14,6.86,,
629,1988,LB,Ken Harvey,California,1,12,Cardinals,|ProBowl|10SACKS-1990;1994|7.5SACK-1990;1991;1993;1994;1996;1997|,9.2,9.68,,
630,1988,WR,Ken Henry,Southern California,,,,,1.4,2.88,,
631,1988,LB,Ken Norton,UCLA,2,41,Cowboys,|ProBowl|,7.01,9.37,,
632,1988,RB,Kenny Gamble,Colgate,10,251,Chiefs,,0.72,1.76,,
633,1988,RB,Kenny Jackson,San Jose State,,,,,0.15,0,,
634,1988,TE,Kent Dean,Kansas State,,,,,,,,
635,1988,RB,Kerry Goode,Alabama,7,167,Buccaneers,,,,,
636,1988,QB,Kerwin Bell,Florida,7,180,Dolphins,,0.41,2.4,,
637,1988,LB,Kevin Bryant,Delaware State,7,191,49ers,,,,,
638,1988,CB,Kevin Guidry,Louisiana State,3,79,Broncos,,6,8.41,,
639,1988,RB,Kevin Harmon,Iowa,4,101,Seahawks,,2.92,4.51,,
640,1988,SS,Kevin Porter,Auburn,3,59,Chiefs,,5.32,8.1,,
641,1988,LB,Kevin Walker,Maryland,3,57,Bengals,,,,,
642,1988,FS,Kip Corrington,Texas A&M,9,223,Lions,,,,,
643,1988,K,Kirk Roach,Western Carolina,5,135,Bills,,,,,
644,1988,LB,Kurt Crain,Auburn,6,157,Texans,,,,,
645,1988,DE,Kurt Koch,Colorado,,,,,0.87,2.81,,
646,1988,OT,Larry Clarkson,Montana,8,219,49ers,,6.82,9.2,,
647,1988,RB,Lars Tate,Georgia,2,53,Buccaneers,,8.29,9.8,,
648,1988,CB,Lavance Northington,Oregon State,,,,,1.77,4.32,,
649,1988,CB,Lemuel Stinson,Texas Tech,6,161,Bears,,4.78,7.5,,
650,1988,RB,Lorenzo White,Michigan State,1,22,Texans,|ProBowl|1kRUSH-1992|750RUSH-1992;1994|,,,,
651,1988,OT,Louis Cheek,Texas A&M,8,220,Dolphins,,1.24,2.2,,
652,1988,RB,Lucius Floyd,Nevada Las Vegas,,,,,1.54,3.73,,
653,1988,FB,Lydell Carr,Oklahoma,4,106,Saints,,,,,
654,1988,WR,Marc Zeno,Tulane,7,182,Steelers,,1.65,4.63,,
655,1988,WR,Marco Johnson,Hawaii,10,271,Texans,,,,,
656,1988,LB,Marcus Cotton,Southern California,2,28,Falcons,|7.5SACK-1989|,5.79,7.62,,
657,1988,RB,Mark Higgs,Kentucky,8,205,Cowboys,|750RUSH-1991;1992|,7,9.22,,
658,1988,OG,Mark Hutson,Oklahoma,3,67,Cowboys,,3.36,2.81,,
659,1988,DT,Mark Nichols,Michigan State,8,209,Steelers,,,,,
660,1988,CB,Martin Mayhew,Florida State,10,262,Bills,,1.1,2.5,,
661,1988,RB,Marvin Allen,Tulane,11,294,Patriots,,2.29,4.9,,
662,1988,OT,Matt Patchan,Miami,3,64,Eagles,,,,,
663,1988,OC,Matt Wilson,Texas A&M,,,,,0.94,0,,
664,1988,QB,Matthew Knizner,Penn State,,,,,1.46,4,,
665,1988,FB,Mel Farr,UCLA,9,248,Broncos,,,,,
666,1988,RB,Melvin Bratton,Miami,6,153,Dolphins,,,,,
667,1988,SS,Michael Ball,Southern,4,104,Colts,,5.28,6.67,,
668,1988,CB,Michael Brim,Virginia Union,4,95,Cardinals,,3.21,5.45,,
669,1988,DT,Michael Dean Perry,Clemson,2,50,Browns,|ProBowl|10SACKS-1990|7.5SACK-1990;1991;1992|,,,,
670,1988,WR,Michael Haynes,Northern Arizona,7,166,Falcons,|1kREC-1991|750REC-1991;1992;1993;1994;1996|,3.34,6.5,,
671,1988,WR,Michael Irvin,Miami,1,11,Cowboys,|HOF|ProBowl|1.25kREC-1991;1992;1993;1995|1kREC-1991;1992;1993;1994;1995;1997;1998|750REC-1991;1992;1993;1994;1995;1996;1997;1998|,,,,
672,1988,LB,Michael Johnson,Texas Tech,,,,,0.35,0.32,,
673,1988,WR,Michael Oliphant,Puget Sound,,,,,,,,
674,1988,OG,Michael Scott,Missouri,,,,,5.51,6.25,,
675,1988,SS,Mickey Pruitt,Colorado,,,,,,,,
676,1988,LB,Mickey Ray,Appalachian State,,,,,2.26,4.13,,
677,1988,WR,Mike Alexander,Penn State,8,199,Raiders,,2.24,3.25,,
678,1988,TE,Mike Hinnant,Temple,8,211,Steelers,,0.82,1.56,,
679,1988,RB,Mike Oliphant,Puget Sound,3,66,Redskins,,,,,
680,1988,QB,Mike Perez,San Jose State,7,175,Giants,,,,,
681,1988,DT,Mike Piel,Illinois,3,82,Rams,,5.59,4.83,,
682,1988,OT,Mike Scully,Illinois,,,,,2.87,4.2,,
683,1988,OT,Mike Withycombe,Frenso State,5,119,Jets,,1.01,1.4,,
684,1988,P,Monte Robbins,Michigan,4,107,Buccaneers,,,,,
685,1988,OC,Nacho Albergamo,Louisiana State,,,,,2.65,1.54,,
686,1988,DT,Nate Hill,Auburn,6,144,Packers,,7.39,8.62,,
687,1988,TE,Neal Wilkinson,James Madison,9,228,Packers,,,,,
688,1988,DB,Neil Galbraith,Central Oklahoma,9,240,Patriots,,,,,
