PLAYERID,40,20,10,BENCH,VERTICAL,BROAD,SHUTTLE,CONE,ARMLENGTH,HANDSIZE
983,,,,,,,,,,
984,,,,,,,,,,
985,,,,,,,,,,
986,,,,,,,,,,
987,,,,,,,,,,
988,,,,,,,,,,
989,,,,,,,,,,
990,,,,,,,,,,
991,,,,,,,,,,
992,,,,,,,,,,
993,,,,,,,,,,
994,,,,,,,,,,
995,,,,,,,,,,
996,,,,,,,,,,
997,,,,,,,,,,
998,,,,,,,,,,
999,,,,,,,,,,
1000,,,,,,,,,,
1001,,,,,,,,,,
1002,,,,,,,,,,
1003,,,,,,,,,,
1004,,,,,,,,,,
1005,,,,,,,,,,
1006,,,,,,,,,,
1007,,,,,,,,,,
1008,,,,,,,,,,
1009,,,,,,,,,,
1010,,,,,,,,,,
1011,,,,,,,,,,
1012,,,,,,,,,,
1013,,,,,,,,,,
1014,,,,,,,,,,
1015,,,,,,,,,,
1016,,,,,,,,,,
1017,,,,,,,,,,
1018,,,,,,,,,,
1019,,,,,,,,,,
1020,,,,,,,,,,
1021,,,,,,,,,,
1022,,,,,,,,,,
1023,,,,,,,,,,
1024,,,,,,,,,,
1025,,,,,,,,,,
1026,,,,,,,,,,
1027,,,,,,,,,,
1028,,,,,,,,,,
1029,,,,,,,,,,
1030,,,,,,,,,,
1031,,,,,,,,,,
1032,,,,,,,,,,
1033,,,,,,,,,,
1034,,,,,,,,,,
1035,,,,,,,,,,
1036,,,,,,,,,,
1037,,,,,,,,,,
1038,,,,,,,,,,
1039,,,,,,,,,,
1040,,,,,,,,,,
1041,,,,,,,,,,
1042,,,,,,,,,,
1043,,,,,,,,,,
1044,,,,,,,,,,
1045,,,,,,,,,,
1046,,,,,,,,,,
1047,,,,,,,,,,
1048,,,,,,,,,,
1049,,,,,,,,,,
1050,,,,,,,,,,
1051,,,,,,,,,,
1052,,,,,,,,,,
1053,,,,,,,,,,
1054,,,,,,,,,,
1055,,,,,,,,,,
1056,,,,,,,,,,
1057,,,,,,,,,,
1058,,,,,,,,,,
1059,,,,,,,,,,
1060,,,,,,,,,,
1061,,,,,,,,,,
1062,,,,,,,,,,
1063,,,,,,,,,,
1064,,,,,,,,,,
1065,,,,,,,,,,
1066,,,,,,,,,,
1067,,,,,,,,,,
1068,,,,,,,,,,
1069,,,,,,,,,,
1070,,,,,,,,,,
1071,,,,,,,,,,
1072,,,,,,,,,,
1073,,,,,,,,,,
1074,,,,,,,,,,
1075,,,,,,,,,,
1076,,,,,,,,,,
1077,,,,,,,,,,
1078,,,,,,,,,,
1079,,,,,,,,,,
1080,,,,,,,,,,
1081,,,,,,,,,,
1082,,,,,,,,,,
1083,,,,,,,,,,
1084,,,,,,,,,,
1085,,,,,,,,,,
1086,,,,,,,,,,
1087,,,,,,,,,,
1088,,,,,,,,,,
1089,,,,,,,,,,
1090,,,,,,,,,,
1091,,,,,,,,,,
1092,,,,,,,,,,
1093,,,,,,,,,,
1094,,,,,,,,,,
1095,,,,,,,,,,
1096,,,,,,,,,,
1097,,,,,,,,,,
1098,,,,,,,,,,
1099,,,,,,,,,,
1100,,,,,,,,,,
1101,,,,,,,,,,
1102,,,,,,,,,,
1103,,,,,,,,,,
1104,,,,,,,,,,
1105,,,,,,,,,,
1106,,,,,,,,,,
1107,,,,,,,,,,
1108,,,,,,,,,,
1109,,,,,,,,,,
1110,,,,,,,,,,
1111,,,,,,,,,,
1112,,,,,,,,,,
1113,,,,,,,,,,
1114,,,,,,,,,,
1115,,,,,,,,,,
1116,,,,,,,,,,
1117,,,,,,,,,,
1118,,,,,,,,,,
1119,,,,,,,,,,
1120,,,,,,,,,,
1121,,,,,,,,,,
1122,,,,,,,,,,
1123,,,,,,,,,,
1124,,,,,,,,,,
1125,,,,,,,,,,
1126,,,,,,,,,,
1127,,,,,,,,,,
1128,,,,,,,,,,
1129,,,,,,,,,,
1130,,,,,,,,,,
1131,,,,,,,,,,
1132,,,,,,,,,,
1133,,,,,,,,,,
1134,,,,,,,,,,
1135,,,,,,,,,,
1136,,,,,,,,,,
1137,,,,,,,,,,
1138,,,,,,,,,,
1139,,,,,,,,,,
1140,,,,,,,,,,
1141,,,,,,,,,,
1142,,,,,,,,,,
1143,,,,,,,,,,
1144,,,,,,,,,,
1145,,,,,,,,,,
1146,,,,,,,,,,
1147,,,,,,,,,,
1148,,,,,,,,,,
1149,,,,,,,,,,
1150,,,,,,,,,,
1151,,,,,,,,,,
1152,,,,,,,,,,
1153,,,,,,,,,,
1154,,,,,,,,,,
1155,,,,,,,,,,
1156,,,,,,,,,,
1157,,,,,,,,,,
1158,,,,,,,,,,
1159,,,,,,,,,,
1160,,,,,,,,,,
1161,,,,,,,,,,
1162,,,,,,,,,,
1163,,,,,,,,,,
1164,,,,,,,,,,
1165,,,,,,,,,,
1166,,,,,,,,,,
1167,,,,,,,,,,
1168,,,,,,,,,,
1169,,,,,,,,,,
1170,,,,,,,,,,
1171,,,,,,,,,,
1172,,,,,,,,,,
1173,,,,,,,,,,
1174,,,,,,,,,,
1175,,,,,,,,,,
1176,,,,,,,,,,
1177,,,,,,,,,,
1178,,,,,,,,,,
1179,,,,,,,,,,
1180,,,,,,,,,,
1181,,,,,,,,,,
1182,,,,,,,,,,
1183,,,,,,,,,,
1184,,,,,,,,,,
1185,,,,,,,,,,
1186,,,,,,,,,,
1187,,,,,,,,,,
1188,,,,,,,,,,
1189,,,,,,,,,,
1190,,,,,,,,,,
1191,,,,,,,,,,
1192,,,,,,,,,,
1193,,,,,,,,,,
1194,,,,,,,,,,
1195,,,,,,,,,,
1196,,,,,,,,,,
1197,,,,,,,,,,
1198,,,,,,,,,,
1199,,,,,,,,,,
1200,,,,,,,,,,
1201,,,,,,,,,,
1202,,,,,,,,,,
1203,,,,,,,,,,
1204,,,,,,,,,,
1205,,,,,,,,,,
1206,,,,,,,,,,
1207,,,,,,,,,,
1208,,,,,,,,,,
1209,,,,,,,,,,
1210,,,,,,,,,,
1211,,,,,,,,,,
1212,,,,,,,,,,
1213,,,,,,,,,,
1214,,,,,,,,,,
1215,,,,,,,,,,
1216,,,,,,,,,,
1217,,,,,,,,,,
1218,,,,,,,,,,
1219,,,,,,,,,,
1220,,,,,,,,,,
1221,,,,,,,,,,
1222,,,,,,,,,,
1223,,,,,,,,,,
1224,,,,,,,,,,
1225,,,,,,,,,,
1226,,,,,,,,,,
1227,,,,,,,,,,
1228,,,,,,,,,,
1229,,,,,,,,,,
1230,,,,,,,,,,
1231,,,,,,,,,,
1232,,,,,,,,,,
1233,,,,,,,,,,
1234,,,,,,,,,,
1235,,,,,,,,,,
1236,,,,,,,,,,
1237,,,,,,,,,,
1238,,,,,,,,,,
1239,,,,,,,,,,
1240,,,,,,,,,,
1241,,,,,,,,,,
1242,,,,,,,,,,
1243,,,,,,,,,,
1244,,,,,,,,,,
1245,,,,,,,,,,
1246,,,,,,,,,,
1247,,,,,,,,,,
1248,,,,,,,,,,
1249,,,,,,,,,,
1250,,,,,,,,,,
1251,,,,,,,,,,
1252,,,,,,,,,,
1253,,,,,,,,,,
1254,,,,,,,,,,
1255,,,,,,,,,,
1256,,,,,,,,,,
1257,,,,,,,,,,
1258,,,,,,,,,,
1259,,,,,,,,,,
1260,,,,,,,,,,
1261,,,,,,,,,,
1262,,,,,,,,,,
1263,,,,,,,,,,
1264,,,,,,,,,,
1265,,,,,,,,,,
1266,,,,,,,,,,
1267,,,,,,,,,,
1268,,,,,,,,,,
1269,,,,,,,,,,
1270,,,,,,,,,,
1271,,,,,,,,,,
1272,,,,,,,,,,
1273,,,,,,,,,,
1274,,,,,,,,,,
1275,,,,,,,,,,
1276,,,,,,,,,33.625,9.75
1277,,,,,,,,,29.5,8.875
1278,,,,,,,,,,
1279,,,,,,,,,28.5,9.5
1280,,,,,,,,,30.5,8.5
1281,,,,,,,,,33.375,10
1282,,,,,,,,,29.375,8.375
1283,,,,,,,,,29.5,8.5
1284,,,,,,,,,29.375,8.875
1285,,,,,,,,,31.375,10.375
1286,,,,,,,,,28.625,8.75
1287,,,,,,,,,,
1288,,,,,,,,,30.25,9.5
1289,,,,,,,,,30.375,8.75
1290,,,,,,,,,30.25,10.375
1291,,,,,,,,,30.5,9.25
1292,,,,,,,,,,
1293,,,,,,,,,,
1294,,,,,,,,,,
1295,,,,,,,,,,
1296,,,,,,,,,29.5,9.875
1297,,,,,,,,,30.375,8.5
1298,,,,,,,,,32.5,9.5
1299,,,,,,,,,,
1300,,,,,,,,,,
1301,,,,,,,,,,
1302,,,,,,,,,31,9
1303,,,,,,,,,32,9.375
1304,,,,,,,,,32.375,8.75
1305,,,,,,,,,31.25,9.625
1306,,,,,,,,,,
1307,,,,,,,,,31.375,9.875
1308,,,,,,,,,,
1309,,,,,,,,,32,9
1310,,,,,,,,,33,10.5
1311,,,,,,,,,,
1312,,,,,,,,,31.5,9.75
1313,,,,,,,,,29.75,9.5
1314,,,,,,,,,29.375,10.25
1315,,,,,,,,,32,9.625
1316,,,,,,,,,31.375,8.875
1317,,,,,,,,,31.25,10.375
1318,,,,,,,,,30.75,9.75
1319,,,,,,,,,30.25,9.875
1320,,,,,,,,,28.875,9.5
1321,,,,,,,,,,
1322,,,,,,,,,,
1323,,,,,,,,,32,9.75
1324,,,,,,,,,32.125,10.375
1325,,,,,,,,,,
1326,,,,,,,,,29.375,10.25
1327,,,,,,,,,31,10
1328,,,,,,,,,29.75,8.875
1329,,,,,,,,,31,7.875
1330,,,,,,,,,31.75,9.875
1331,,,,,,,,,31,10.125
1332,,,,,,,,,31.75,10
1333,,,,,,,,,29.875,9.5
1334,,,,,,,,,,
1335,,,,,,,,,31.625,10
1336,,,,,,,,,31,9.25
1337,,,,,,,,,32.75,9.625
1338,,,,,,,,,30.125,9.25
1339,,,,,,,,,31.75,9.25
1340,,,,,,,,,31,9.375
1341,,,,,,,,,30.875,9.75
1342,,,,,,,,,32.5,10
1343,,,,,,,,,,
1344,,,,,,,,,29.875,9.5
1345,,,,,,,,,,
1346,,,,,,,,,31,9.75
1347,,,,,,,,,29.875,10
1348,,,,,,,,,30.25,9.75
1349,,,,,,,,,29.5,8.25
1350,,,,,,,,,32,9.5
1351,,,,,,,,,31.625,9.375
1352,,,,,,,,,,
1353,,,,,,,,,31.75,10
1354,,,,,,,,,29.125,9.125
1355,,,,,,,,,32.5,9.875
1356,,,,,,,,,32.375,10
1357,,,,,,,,,28,8.625
1358,,,,,,,,,30.875,9.125
1359,,,,,,,,,,
1360,,,,,,,,,,
1361,,,,,,,,,30.375,9.375
1362,,,,,,,,,,
1363,,,,,,,,,31.375,10.875
1364,,,,,,,,,,
1365,,,,,,,,,31,8.875
1366,,,,,,,,,31.25,9.25
1367,,,,,,,,,30.5,9.75
1368,,,,,,,,,,
1369,,,,,,,,,32.125,9.5
1370,,,,,,,,,32,8.875
1371,,,,,,,,,32.125,10.375
1372,,,,,,,,,,
1373,,,,,,,,,30.5,8.75
1374,,,,,,,,,29.875,9.25
1375,,,,,,,,,28,9.75
1376,,,,,,,,,,
1377,,,,,,,,,29.75,9
1378,,,,,,,,,31.5,9.875
1379,,,,,,,,,,
1380,,,,,,,,,,
1381,,,,,,,,,30.5,9.625
1382,,,,,,,,,,
1383,,,,,,,,,,
1384,,,,,,,,,29.5,9.5
1385,,,,,,,,,33.25,9.375
1386,,,,,,,,,,
1387,,,,,,,,,29.625,8.625
1388,,,,,,,,,30.5,10.5
1389,,,,,,,,,31.375,10.125
1390,,,,,,,,,31,9.5
1391,,,,,,,,,31.5,10.125
1392,,,,,,,,,31.75,8.125
1393,,,,,,,,,30.875,8.75
1394,,,,,,,,,,
1395,,,,,,,,,32,9.375
1396,,,,,,,,,32,9.875
1397,,,,,,,,,,
1398,,,,,,,,,34,9.25
1399,,,,,,,,,,
1400,,,,,,,,,,
1401,,,,,,,,,33,10.625
1402,,,,,,,,,31.125,8.5
1403,,,,,,,,,32,9.875
1404,,,,,,,,,28.625,8.25
1405,,,,,,,,,,
1406,,,,,,,,,29.375,8.5
1407,,,,,,,,,,
1408,,,,,,,,,32.5,10.25
1409,,,,,,,,,29,8.625
1410,,,,,,,,,,
1411,,,,,,,,,34.125,8.875
1412,,,,,,,,,33,9.75
1413,,,,,,,,,,
1414,,,,,,,,,,
1415,,,,,,,,,29.875,8
1416,,,,,,,,,30.375,10.5
1417,,,,,,,,,,
1418,,,,,,,,,,
1419,,,,,,,,,33,9.5
1420,,,,,,,,,,
1421,,,,,,,,,,
1422,,,,,,,,,,
1423,,,,,,,,,28.25,9
1424,,,,,,,,,31.75,9.75
1425,,,,,,,,,34.25,9.625
1426,,,,,,,,,31.5,9.25
1427,,,,,,,,,30.5,9.125
1428,,,,,,,,,,
1429,,,,,,,,,30.25,10.5
1430,,,,,,,,,,
1431,,,,,,,,,32,10.75
1432,,,,,,,,,31.5,9.5
1433,,,,,,,,,30.5,9.25
1434,,,,,,,,,29.625,9.875
1435,,,,,,,,,,
1436,,,,,,,,,28.75,9.375
1437,,,,,,,,,32.375,11
1438,,,,,,,,,,
1439,,,,,,,,,32.25,10
1440,,,,,,,,,,
1441,,,,,,,,,,
1442,,,,,,,,,31.25,10.25
1443,,,,,,,,,,
1444,,,,,,,,,33.5,9.625
1445,,,,,,,,,29.5,10.25
1446,,,,,,,,,,
1447,,,,,,,,,32,7.875
1448,,,,,,,,,31.25,9.5
1449,,,,,,,,,32,9.5
1450,,,,,,,,,30.875,8.875
1451,,,,,,,,,31.625,10
1452,,,,,,,,,29.875,10
1453,,,,,,,,,,
1454,,,,,,,,,30.125,9.5
1455,,,,,,,,,31.5,9.5
1456,,,,,,,,,30.75,9.25
1457,,,,,,,,,,
1458,,,,,,,,,32.375,10
1459,,,,,,,,,32.75,9.625
1460,,,,,,,,,,
1461,,,,,,,,,27,8.375
1462,,,,,,,,,30.375,8
1463,,,,,,,,,,
1464,,,,,,,,,31,9.625
1465,,,,,,,,,,
1466,,,,,,,,,31.75,10.125
1467,,,,,,,,,29.75,8.25
1468,,,,,,,,,32.875,9
1469,,,,,,,,,,
1470,,,,,,,,,31.375,10.125
1471,,,,,,,,,30,9.75
1472,,,,,,,,,,
1473,,,,,,,,,32.75,8.25
1474,,,,,,,,,31.75,9.5
1475,,,,,,,,,,
1476,,,,,,,,,31,10.25
1477,,,,,,,,,33.375,9.5
1478,,,,,,,,,,
1479,,,,,,,,,30.375,9.5
1480,,,,,,,,,,
1481,,,,,,,,,28.5,9.125
1482,,,,,,,,,30.875,9.875
1483,,,,,,,,,32.75,10.125
1484,,,,,,,,,,
1485,,,,,,,,,29.75,10.125
1486,,,,,,,,,31.75,10
1487,,,,,,,,,31.625,8.75
1488,,,,,,,,,31.5,9.625
1489,,,,,,,,,30,10.25
1490,,,,,,,,,30.125,10
1491,,,,,,,,,30.75,9.875
1492,,,,,,,,,31.25,10
1493,,,,,,,,,29,9.375
1494,,,,,,,,,30.25,10
1495,,,,,,,,,,
1496,,,,,,,,,,
1497,,,,,,,,,27.125,9
1498,,,,,,,,,32,9.375
1499,,,,,,,,,,
1500,,,,,,,,,32.375,9
1501,,,,,,,,,29.625,8.375
1502,,,,,,,,,29.25,7.875
1503,,,,,,,,,,
1504,,,,,,,,,32.5,9.25
1505,,,,,,,,,33.625,10
1506,,,,,,,,,31,9.625
1507,,,,,,,,,,
1508,,,,,,,,,31.875,8.75
1509,,,,,,,,,30,8.5
1510,,,,,,,,,,
1511,,,,,,,,,,
1512,,,,,,,,,,
1513,,,,,,,,,,
1514,,,,,,,,,31.625,9.75
1515,,,,,,,,,,
1516,,,,,,,,,32.25,10.375
1517,,,,,,,,,,
1518,,,,,,,,,29.875,8.75
1519,,,,,,,,,,
1520,,,,,,,,,29.5,9.25
1521,,,,,,,,,31.375,8.75
1522,,,,,,,,,,
1523,,,,,,,,,33.25,9.625
1524,,,,,,,,,31.25,8.5
1525,,,,,,,,,,
1526,,,,,,,,,29.875,10.625
1527,,,,,,,,,30,9.625
1528,,,,,,,,,31.25,9.25
1529,,,,,,,,,30,9.125
1530,,,,,,,,,30,9.25
1531,,,,,,,,,31.25,10.375
1532,,,,,,,,,29.375,9.25
1533,,,,,,,,,,
1534,,,,,,,,,30.375,9.375
1535,,,,,,,,,,
1536,,,,,,,,,,
1537,,,,,,,,,31.125,8.625
1538,,,,,,,,,31.375,9.375
1539,,,,,,,,,,
1540,,,,,,,,,,
1541,,,,,,,,,30,8.25
1542,,,,,,,,,,
1543,,,,,,,,,33.125,9.875
1544,,,,,,,,,32.875,10
1545,,,,,,,,,,
1546,,,,,,,,,29.75,10.125
1547,,,,,,,,,32.5,9.125
1548,,,,,,,,,29.875,8.75
1549,,,,,,,,,,
1550,,,,,,,,,,
1551,,,,,,,,,,
1552,,,,,,,,,31,10.5
1553,,,,,,,,,31.25,9.125
1554,,,,,,,,,30,8.625
1555,,,,,,,,,32,10.75
1556,,,,,,,,,,
1557,,,,,,,,,32.25,10.375
1558,,,,,,,,,30.25,8.125
1559,,,,,,,,,31,10.125
1560,,,,,,,,,,
1561,,,,,,,,,29.25,9
1562,,,,,,,,,28.5,9.375
1563,,,,,,,,,32.75,9.5
1564,,,,,,,,,,
1565,,,,,,,,,30.625,9.875
1566,,,,,,,,,33.125,10
1567,,,,,,,,,30.375,9.625
1568,,,,,,,,,32.375,9.25
1569,,,,,,,,,29.5,8.5
1570,,,,,,,,,31.875,8.625
1571,,,,,,,,,33.75,9
1572,,,,,,,,,31.25,9.75
1573,,,,,,,,,32.25,10.25
1574,,,,,,,,,30.5,10.375
1575,,,,,,,,,30.5,9.75
1576,,,,,,,,,30.25,7.875
1577,,,,,,,,,28.375,8.75
1578,,,,,,,,,28.75,9
1579,,,,,,,,,32.5,10.125
1580,,,,,,,,,29.5,9.25
1581,,,,,,,,,31.375,9.75
1582,,,,,,,,,28.625,7.875
1583,,,,,,,,,,
1584,,,,,,,,,30.375,9.875
1585,,,,,,,,,,
1586,,,,,,,,,33.25,9.5
1587,,,,,,,,,32.75,9.5
1588,,,,,,,,,33,10.25
1589,,,,,,,,,32.375,10
1590,,,,,,,,,,
1591,,,,,,,,,30,8.75
1592,,,,,,,,,,
1593,,,,,,,,,,
1594,,,,,,,,,29.375,10
1595,,,,,,,,,31,8.75
1596,,,,,,,,,,
1597,,,,,,,,,,
1598,,,,,,,,,29.125,8.75
1599,,,,,,,,,,
1600,,,,,,,,,29.625,9
1601,,,,,,,,,30,9
1602,,,,,,,,,30.125,9.875
1603,,,,,,,,,,
1604,,,,,,,,,31.625,10.625
1605,,,,,,,,,,
1606,,,,,,,,,,
1607,,,,,,,,,32,9.25
1608,,,,,,,,,32.5,8.5
1609,,,,,,,,,,
1610,,,,,,,,,29.75,9.25
1611,,,,,,,,,31.375,9.375
1612,,,,,,,,,33.25,10.125
1613,,,,,,,,,29.625,9.875
1614,,,,,,,,,31,9.625
1615,,,,,,,,,31.25,9.375
1616,,,,,,,,,30.25,9.625
1617,,,,,,,,,34.625,10.875
1618,,,,,,,,,,
1619,,,,,,,,,30.875,10.25
1620,,,,,,,,,29.5,9.5
1621,,,,,,,,,32,9.625
1622,,,,,,,,,31.5,9
1623,,,,,,,,,,
1624,,,,,,,,,,
1625,,,,,,,,,31.375,9.375
1626,,,,,,,,,29,9.375
1627,,,,,,,,,,
1628,,,,,,,,,29.375,9.25
1629,,,,,,,,,,
1630,,,,,,,,,,
1631,,,,,,,,,29.375,9.25
1632,,,,,,,,,31.75,9.25
1633,,,,,,,,,,
1634,,,,,,,,,33,9.625
1635,,,,,,,,,,
1636,,,,,,,,,31.75,8.75
1637,,,,,,,,,,
1638,,,,,,,,,,
1639,,,,,,,,,30.375,8
1640,,,,,,,,,30.375,8.625
1641,,,,,,,,,28,8.875
1642,,,,,,,,,29.625,9.5
1643,,,,,,,,,34.25,9.25
1644,,,,,,,,,30.5,10.875
1645,,,,,,,,,31,9.5
1646,,,,,,,,,31,9.5
1647,,,,,,,,,30.75,9
1648,,,,,,,,,,
1649,,,,,,,,,,
1650,,,,,,,,,,
1651,,,,,,,,,29.875,8.5
1652,,,,,,,,,33,10
1653,,,,,,,,,31.25,9.375
1654,,,,,,,,,,
1655,,,,,,,,,31,9.25
1656,,,,,,,,,31,9.75
1657,,,,,,,,,30.75,8.375
1658,,,,,,,,,29.75,8.75
1659,,,,,,,,,33.5,9.625
1660,,,,,,,,,28,8
1661,,,,,,,,,29.5,9.75
1662,,,,,,,,,30.25,9.125
1663,,,,,,,,,31.875,9.5
1664,,,,,,,,,29.5,9.5
1665,,,,,,,,,30.375,8.25
1666,,,,,,,,,,
1667,,,,,,,,,30.75,9.5
1668,,,,,,,,,,
1669,,,,,,,,,29,8.25
1670,,,,,,,,,32.125,8.75
1671,,,,,,,,,,
1672,,,,,,,,,,
1673,,,,,,,,,,
1674,,,,,,,,,30.125,9.875
1675,,,,,,,,,,
1676,,,,,,,,,32,10.125
1677,,,,,,,,,31.375,9.75
1678,,,,,,,,,26.875,8.5
1679,,,,,,,,,,
1680,,,,,,,,,,
1681,,,,,,,,,31.125,10.25
1682,,,,,,,,,30.625,9
1683,,,,,,,,,,
1684,,,,,,,,,,
1685,,,,,,,,,,
1686,,,,,,,,,32.375,10.5
1687,,,,,,,,,32.125,8.25
1688,,,,,,,,,30.5,8.875
1689,,,,,,,,,32.75,9.75
1690,,,,,,,,,,
1691,,,,,,,,,,
1692,,,,,,,,,,
1693,,,,,,,,,33.75,10.5
1694,,,,,,,,,28.125,8.875
1695,,,,,,,,,32,9.75
1696,,,,,,,,,29.5,10.125
1697,,,,,,,,,32.75,9.875
1698,,,,,,,,,33.75,9.875
1699,,,,,,,,,,
1700,,,,,,,,,,
1701,,,,,,,,,29.5,8.625
1702,,,,,,,,,32.25,9.625
1703,,,,,,,,,32,10.875
1704,,,,,,,,,31.75,9
1705,,,,,,,,,29.375,9.625
1706,,,,,,,,,31.25,9.75
1707,,,,,,,,,,
1708,,,,,,,,,31.5,10
1709,,,,,,,,,31.25,10.25
1710,,,,,,,,,,
1711,,,,,,,,,31.375,9.25
1712,,,,,,,,,,
1713,,,,,,,,,31,8.5
1714,,,,,,,,,,
1715,,,,,,,,,32.5,10
1716,,,,,,,,,31.375,8.625
1717,,,,,,,,,30,10
1718,,,,,,,,,31,9.25
1719,,,,,,,,,33,9.625
1720,,,,,,,,,30.5,8.875
1721,,,,,,,,,30,9.25
1722,,,,,,,,,32.5,10
1723,,,,,,,,,32.5,10.5
1724,,,,,,,,,31.5,9.125
1725,,,,,,,,,,
1726,,,,,,,,,31.25,10
1727,,,,,,,,,31,9.625
1728,,,,,,,,,30.5,9.625
1729,,,,,,,,,30.5,9.375
1730,,,,,,,,,,
1731,,,,,,,,,30.5,9.625
1732,,,,,,,,,33,11.125
1733,,,,,,,,,34,9.875
1734,,,,,,,,,33.75,10.25
1735,,,,,,,,,,
1736,,,,,,,,,,
1737,,,,,,,,,32.5,9.125
1738,,,,,,,,,32,9.5
1739,,,,,,,,,32.5,9.125
1740,,,,,,,,,,
1741,,,,,,,,,32,10.375
1742,,,,,,,,,33,10.375
1743,,,,,,,,,31,9.5
1744,,,,,,,,,31,9.75
1745,,,,,,,,,35,10
1746,,,,,,,,,32,10
1747,,,,,,,,,,
1748,,,,,,,,,33,9.25
1749,,,,,,,,,31.5,9.5
1750,,,,,,,,,31.5,9.625
1751,,,,,,,,,31.5,9.75
1752,,,,,,,,,30.5,8.875
1753,,,,,,,,,32,10.25
1754,,,,,,,,,,
1755,,,,,,,,,33,10.25
1756,,,,,,,,,31,9.625
1757,,,,,,,,,30.5,8.875
1758,,,,,,,,,30.5,9.75
1759,,,,,,,,,32,11
1760,,,,,,,,,32,10.25
1761,,,,,,,,,29,8.75
1762,,,,,,,,,33,10
1763,,,,,,,,,31,10.375
1764,,,,,,,,,,
1765,,,,,,,,,32.5,9.5
1766,,,,,,,,,30,9.25
1767,,,,,,,,,,
1768,,,,,,,,,,
1769,,,,,,,,,31,9.75
1770,,,,,,,,,31.5,9.5
1771,,,,,,,,,,
1772,,,,,,,,,,
1773,,,,,,,,,,
1774,,,,,,,,,29.5,9.5
1775,,,,,,,,,32.5,10.125
1776,,,,,,,,,32,10.125
1777,,,,,,,,,32,9.375
1778,,,,,,,,,32,9.875
1779,,,,,,,,,31,8.75
1780,,,,,,,,,33,10.375
1781,,,,,,,,,31,9.5
1782,,,,,,,,,31,9.75
1783,,,,,,,,,33,10.875
1784,,,,,,,,,32.5,10.25
1785,,,,,,,,,,
1786,,,,,,,,,30.5,9.5
1787,,,,,,,,,30.5,9.375
1788,,,,,,,,,29,9.125
1789,,,,,,,,,31.5,9.75
1790,,,,,,,,,31.5,10.125
1791,,,,,,,,,30.5,10.875
1792,,,,,,,,,28.5,9.125
1793,,,,,,,,,,
1794,,,,,,,,,,
1795,,,,,,,,,33,10.125
1796,,,,,,,,,30.5,9.5
1797,,,,,,,,,,
1798,,,,,,,,,31,9.75
1799,,,,,,,,,32,9.75
1800,,,,,,,,,34,10
1801,,,,,,,,,32.5,9.875
1802,,,,,,,,,,
1803,,,,,,,,,30.5,10
1804,,,,,,,,,31.5,9.25
1805,,,,,,,,,,
1806,,,,,,,,,32.5,9.625
1807,,,,,,,,,29.75,9.25
1808,,,,,,,,,,
1809,,,,,,,,,,
1810,,,,,,,,,30.5,9.625
1811,,,,,,,,,30,9
1812,,,,,,,,,34.5,10.25
1813,,,,,,,,,33,10.25
1814,,,,,,,,,33,9.375
1815,,,,,,,,,,
1816,,,,,,,,,,
1817,,,,,,,,,29.5,9.125
1818,,,,,,,,,30,9.625
1819,,,,,,,,,30.5,9.375
1820,,,,,,,,,30,9.375
1821,,,,,,,,,32.5,9.375
1822,,,,,,,,,31,8.75
1823,,,,,,,,,,
1824,,,,,,,,,30.5,9.875
1825,,,,,,,,,30,8.5
1826,,,,,,,,,31.5,8.25
1827,,,,,,,,,32,9.625
1828,,,,,,,,,31,9.25
1829,,,,,,,,,33,10.375
1830,,,,,,,,,32,9
1831,,,,,,,,,34,10.5
1832,,,,,,,,,31.75,9.375
1833,,,,,,,,,31.5,10.125
1834,,,,,,,,,32.5,10.5
1835,,,,,,,,,30,9.5
1836,,,,,,,,,,
1837,,,,,,,,,32.5,9.875
1838,,,,,,,,,32,8.75
1839,,,,,,,,,31,9.25
1840,,,,,,,,,32.5,9.625
1841,,,,,,,,,30,9.25
1842,,,,,,,,,32,9.5
1843,,,,,,,,,31,9.75
1844,,,,,,,,,31,9.875
1845,,,,,,,,,32,9.75
1846,,,,,,,,,32.5,10.5
1847,,,,,,,,,,
1848,,,,,,,,,28,9.375
1849,,,,,,,,,32,10.125
1850,,,,,,,,,33,10.25
1851,,,,,,,,,33,9.375
1852,,,,,,,,,31.5,9.75
1853,,,,,,,,,32,10.5
1854,,,,,,,,,34.5,10.25
1855,,,,,,,,,29,9.625
1856,,,,,,,,,29,9.25
1857,,,,,,,,,,
1858,,,,,,,,,31,10
1859,,,,,,,,,,
1860,,,,,,,,,29.5,9.25
1861,,,,,,,,,,
1862,,,,,,,,,32.5,9.625
1863,,,,,,,,,30,9.25
1864,,,,,,,,,32,10
1865,,,,,,,,,31,9
1866,,,,,,,,,34,10.5
1867,,,,,,,,,31,9.75
1868,,,,,,,,,31,9.5
1869,,,,,,,,,32,9
1870,,,,,,,,,32,10.625
1871,,,,,,,,,30.5,8.75
1872,,,,,,,,,32.5,10.25
1873,,,,,,,,,31.5,9.625
1874,,,,,,,,,,
1875,,,,,,,,,32,10.125
1876,,,,,,,,,,
1877,,,,,,,,,32.5,9.875
1878,,,,,,,,,32,9.25
1879,,,,,,,,,32,9.5
1880,,,,,,,,,31,10
1881,,,,,,,,,32.5,9.5
1882,,,,,,,,,33.5,9.625
1883,,,,,,,,,32.5,10.75
