"Player","Team","Pos","doBest","doECR","doSD","doWorst","dpBest","dpECR","dpSD","dpWorst","roBest","roECR","rookBest","rookECR","rookSD","rookWorst","roSD","roWorst","rpBest","rpECR","rpSD","rpWorst","woBest","woECR","woSD","woWorst","wpBest","wpECR","wpSD","wpWorst","ScrapeDate"
"Darrel Williams","KCC","RB",290,318.8,16.9,333,71,98.4,10.6,118,158,302,,,,,44,380,58,96.8,13.5,118,,,,,,,,,2019-08-18
"Tyrann Mathieu","KCC","DB",,,,,,,,,22,57.8,,,,,10.4,72,8,16.8,3.5,29,,,,,,,,,2019-08-18
"Darron Lee","KCC","LB",,,,,,,,,59,324,,,,,265,589,28,67.2,42.6,162,,,,,,,,,2019-08-18
"Darwin Thompson","KCC","RB",128,211.8,59.3,368,47,64.4,11.9,93,57,186.6,17,33.4,11.1,67,56.6,317,25,63.4,14.8,102,,,,,56,78.8,13.2,88,2019-08-18
"Daniel Sorensen","KCC","DB",,,,,,,,,,,,,,,,,85,106,21,127,,,,,,,,,2019-08-18
"Carlos Hyde","KCC","RB",131,169.2,17.3,198,44,56.2,6.4,69,70,139.2,,,,,32.8,227,31,51.3,8.8,75,86,135.8,18.9,155,30,44,4.5,61,2019-08-18
"Demarcus Robinson","KCC","WR",185,243.7,35.6,282,76,100.8,13.3,125,188,298,,,,,45.1,384,72,104.1,11.9,129,,,,,,,,,2019-08-18
"Travis Kelce","KCC","TE",11,20.6,5.1,32,1,1.2,0.4,3,7,9.8,,,,,2.5,25,1,1,0.1,2,17,17,0,27,1,1.1,0.3,3,2019-08-18
"Kendall Fuller","KCC","DB",,,,,,,,,63,65.5,,,,,2.5,68,17,36.6,12.3,53,,,,,,,,,2019-08-18
"Harrison Butker","KCC","K",181,231.6,36.5,285,3,5.4,3.8,13,147,183.2,,,,,6.2,225,1,2.9,1.1,6,,,,,5,6.5,2.1,10,2019-08-18
"Gehrig Dieter","KCC","WR",,,,,,,,,,,,,,,,,150,164.3,8.2,179,,,,,,,,,2019-08-18
"David Wells","KCC","TE",,,,,,,,,,,,,,,,,85,109,17.3,125,,,,,,,,,2019-08-18
"Chad Henne","KCC","QB",,,,,43,48.7,4.2,53,,,,,,,,,42,56.4,6,67,,,,,,,,,2019-08-18
"Kansas City","KCC","DST",299,333,34,367,12,24.4,0.8,26,170,253.8,,,,,38.9,345,2,18.5,4,27,,,,,15,17,1.6,19,2019-08-18
"Tyrod Taylor","LAC","QB",249,299.8,39.3,353,39,43.5,3.4,50,276,360.2,,,,,20.9,387,37,45.7,6.3,63,,,,,36,40.3,3.7,45,2019-08-18
"Jatavis Brown","LAC","LB",,,,,,,,,61,242.5,,,,,181.5,424,29,64.7,24.3,111,,,,,,,,,2019-08-18
"Travis Benjamin","LAC","WR",226,262.4,19.3,279,84,119.7,10.6,139,203,271.8,,,,,39.2,373,76,100,15,134,,,,,78,89.5,11.5,101,2019-08-18
"Kyzir White","LAC","LB",,,,,,,,,,,,,,,,,71,95.5,24.5,120,,,,,,,,,2019-08-18
"Denzel Perryman","LAC","LB",,,,,,,,,,,,,,,,,38,50.8,6.3,61,,,,,,,,,2019-08-18
"Michael Badgley","LAC","K",274,324.5,50.5,375,5,9.5,4.5,14,186,212.4,,,,,30.3,309,6,10.5,2.9,19,,,,,3,6,2.2,9,2019-08-18
"Adrian Phillips","LAC","DB",,,,,,,,,33,107.5,,,,,74.5,182,6,35,36.7,106,,,,,,,,,2019-08-18
"Melvin Ingram","LAC","DL",,,,,,,,,12,61.1,,,,,49.8,190,6,12,3.1,18,,,,,,,,,2019-08-18
"Melvin Gordon","LAC","RB",8,18.4,4.1,32,6,8.1,1.6,15,5,32.3,,,,,14.5,140,5,15.5,5.8,53,5,16.5,15,50,4,7.9,4.2,75,2019-08-18
"Jeremy Cox","LAC","RB",,,,,,,,,,,,,,,,,121,123,2,125,,,,,,,,,2019-08-18
"Nasir Adderley","LAC","DB",,,,,,,,,,,,,,,,,64,155,120.3,325,,,,,,,,,2019-08-18
"Sean Culkin","LAC","TE",,,,,,,,,,,,,,,,,86,102.2,10.7,116,,,,,,,,,2019-08-18
"Desmond King","LAC","DB",,,,,,,,,,,,,,,,,34,56.7,17.4,86,,,,,,,,,2019-08-18
"Keenan Allen","LAC","WR",11,22.8,6.6,37,7,10.7,2.6,20,9,22,,,,,4.2,32,2,9.6,2,15,16,20,0.8,21,7,10.1,0.8,11,2019-08-18
"Philip Rivers","LAC","QB",120,152.6,16.5,181,18,22.5,1.6,31,91,132,,,,,25.4,294,10,16.4,2.7,22,,,,,9,12.8,2.9,21,2019-08-18
"Troymaine Pope","LAC","RB",,,,,,,,,,,,,,,,,141,150.5,9.5,160,,,,,,,,,2019-08-18
"Jerry Tillery","LAC","DL",,,,,,,,,,,,,,,,,58,179.5,121.5,301,,,,,,,,,2019-08-18
"Uchenna Nwosu","LAC","LB",,,,,,,,,,,,,,,,,89,105.5,16.5,122,,,,,,,,,2019-08-18
"Casey Hayward","LAC","DB",,,,,,,,,,,,,,,,,80,86,6,92,,,,,,,,,2019-08-18
"Justin Jackson","LAC","RB",133,198.8,34.8,272,44,67.4,11.4,87,83,165.2,,,,,42.1,263,38,57.3,10,88,80,146.8,24.2,183,28,48.9,13.2,73,2019-08-18
"Thomas Davis","LAC","LB",,,,,,,,,,,,,,,,,20,45.4,11,62,,,,,,,,,2019-08-18
"Detrez Newsome","LAC","RB",,,,,107,121.7,10.9,133,251,351.3,,,,,58.8,393,82,120.4,9.2,133,,,,,,,,,2019-08-18
"Easton Stick","LAC","QB",,,,,,,,,,,66,82,9.5,91,,,,,,,,,,,,,,,2019-08-18
"Isaac Rochell","LAC","DL",,,,,,,,,,,,,,,,,110,121,11,132,,,,,,,,,2019-08-18
"Artavis Scott","LAC","WR",,,,,,,,,,,,,,,,,146,160,14.2,186,,,,,,,,,2019-08-18
"Hunter Henry","LAC","TE",41,71.8,9.8,92,4,5.9,0.7,8,34,65.2,,,,,12.7,120,3,6,1.1,12,55,55.3,0.7,70,5,5.1,0.3,8,2019-08-18
"Virgil Green","LAC","TE",,,,,56,71.4,11,85,329,345.3,,,,,11.7,356,49,65,7.4,79,,,,,,,,,2019-08-18
"Joey Bosa","LAC","DL",,,,,,,,,2,7.4,,,,,3.3,146,1,2.6,1.2,7,,,,,,,,,2019-08-18
"Austin Ekeler","LAC","RB",74,119.6,13.8,143,29,41.3,5.8,65,42,84.6,,,,,19.9,141,21,34.6,5.6,54,59,100.5,18.6,150,20,33,6.2,46,2019-08-18
"Derwin James","LAC","DB",,,,,,,,,6,34.2,,,,,29.3,83,1,23.9,23.9,66,,,,,,,,,2019-08-18
"Mike Williams","LAC","WR",30,47.8,9.9,78,14,23.4,4.8,37,39,65.9,,,,,11.9,100,16,28.5,4.5,41,40,51.7,0.7,65,23,29.7,0.7,37,2019-08-18
"Geremy Davis","LAC","WR",,,,,,,,,,,,,,,,,170,185,8.2,193,,,,,,,,,2019-08-18
"Brandon Mebane","LAC","DL",,,,,,,,,,,,,,,,,45,72,27,99,,,,,,,,,2019-08-18
"Los Angeles","LAC","DST",146,220.2,54.5,283,2,8.2,1.7,11,141,176.6,,,,,31.5,352,2,6,5,29,,,,,2,6.7,4.1,12,2019-08-18
"Samson Ebukam","LAR","LB",,,,,,,,,,,,,,,,,113,164.5,51.5,216,,,,,,,,,2019-08-18
"Blake Bortles","LAR","QB",232,288.8,31.5,327,32,39.8,4.1,49,267,316.5,,,,,27.1,367,36,39.7,3.2,50,,,,,35,39.7,3.3,42,2019-08-18
"John Kelly","LAR","RB",204,276.2,49.2,370,71,83.8,8.4,96,225,295,,,,,37.7,386,73,95.7,12.6,130,,,,,81,83.8,2,87,2019-08-18
"Gerald Everett","LAR","TE",175,220.9,27.4,291,23,29.7,3.7,41,142,257.2,,,,,42.4,338,14,26.6,3.9,39,126,138.3,2.1,169,19,24.7,1.4,36,2019-08-18
"Brandin Cooks","LAR","WR",18,28.8,6.4,48,9,13.9,2.4,21,20,34.8,,,,,5.2,63,9,16.2,2,27,23,28,1.2,35,12,15.7,1.8,32,2019-08-18
"Greg Zuerlein","LAR","K",171,261.2,23,296,2,2.4,0.5,4,143,179.7,,,,,10.2,243,1,1.2,0.5,3,,,,,1,3.3,2.3,6,2019-08-18
"Justin Davis","LAR","RB",,,,,,,,,,,,,,,,,120,139,16.6,165,,,,,,,,,2019-08-18
"Johnny Mundt","LAR","TE",,,,,,,,,,,,,,,,,83,100.5,17.5,118,,,,,,,,,2019-08-18
"Aaron Donald","LAR","DL",,,,,,,,,1,7.9,,,,,4.4,88,1,2,1.2,9,,,,,,,,,2019-08-18
"Robert Woods","LAR","WR",31,40.4,6.6,63,14,20.9,4.2,34,24,36.7,,,,,6.3,55,9,16.7,2.7,26,28,30,1,31,15,16.3,0.7,31,2019-08-18
"Tyler Higbee","LAR","TE",,,,,36,52.5,9,74,208,335.8,,,,,42,389,28,45,4.5,56,,,,,37,42,5,47,2019-08-18
"Josh Reynolds","LAR","WR",157,198.8,19.6,233,43,82.5,9,99,152,263.9,,,,,39.9,372,62,93.7,11.2,129,118,151.7,8.1,167,62,79.6,4.3,87,2019-08-18
"Aqib Talib","LAR","DB",,,,,,,,,,,,,,,,,98,106.5,8.5,115,,,,,,,,,2019-08-18
"Malcolm Brown","LAR","RB",137,246.2,55,369,46,72.7,10.2,94,120,207.6,,,,,43.4,331,42,68.7,10.7,108,,,,,66,76.7,2.4,80,2019-08-18
"Dante Fowler","LAR","DL",,,,,,,,,76,196.5,,,,,120.5,317,28,45.5,17.5,63,,,,,,,,,2019-08-18
"Todd Gurley","LAR","RB",6,19.1,7.6,39,2,8.9,3.1,19,5,21.1,,,,,7.9,50,4,10.8,3.2,23,9,14.2,3.7,44,6,9,1.5,17,2019-08-18
"Darrell Henderson","LAR","RB",18,96.9,27.8,165,9,32.6,8.9,82,37,107.8,3,8.5,3.4,17,35,257,17,41.5,8,74,153,158.8,7.4,182,37,50.7,2.8,60,2019-08-18
"Khadarel Hodge","LAR","WR",,,,,,,,,,,,,,,,,152,183.5,10.1,199,,,,,,,,,2019-08-18
"Mike Thomas","LAR","WR",,,,,,,,,,,,,,,,,164,171.5,7.5,179,,,,,,,,,2019-08-18
"Eric Weddle","LAR","DB",,,,,,,,,17,40,,,,,23,63,6,38.6,5,46,,,,,,,,,2019-08-18
"Michael Brockers","LAR","DL",,,,,,,,,,,,,,,,,35,56.5,21.5,78,,,,,,,,,2019-08-18
"John Johnson","LAR","DB",,,,,,,,,9,28.6,,,,,2.4,34,2,6.2,4.7,37,,,,,,,,,2019-08-18
"Clay Matthews","LAR","LB",,,,,,,,,,,,,,,,,78,88,8.2,98,,,,,,,,,2019-08-18
"Los Angeles","LAR","DST",172,250.6,35.4,297,3,5.6,0.5,6,145,169.8,,,,,12,239,1,3.7,1.3,7,,,,,3,9,4.5,14,2019-08-18
"Cooper Kupp","LAR","WR",29,44.4,5.9,62,14,21.9,3.3,30,27,50.2,,,,,11.2,88,12,22.7,4.2,36,32,34.2,1.2,54,18,20.4,2,32,2019-08-18
"Marcus Peters","LAR","DB",,,,,,,,,,,,,,,,,18,59.5,37.1,104,,,,,,,,,2019-08-18
"JoJo Natson","LAR","WR",,,,,,,,,,,,,,,,,164,182.7,16,203,,,,,,,,,2019-08-18
"Dante Fowler","LAR","LB",,,,,,,,,,,,,,,,,37,78.8,26.7,104,,,,,,,,,2019-08-18
"Cory Littleton","LAR","LB",,,,,,,,,3,20.4,,,,,10.8,80,3,9.9,1.4,40,,,,,,,,,2019-08-18
"Jared Goff","LAR","QB",64,85.9,9.4,107,5,8.1,1.6,12,69,108.2,,,,,24.6,286,3,11.1,3.2,22,,,,,4,14,2.9,18,2019-08-18
"Micah Kiser","LAR","LB",,,,,,,,,,,,,,,,,61,64.3,2.4,66,,,,,,,,,2019-08-18
"Ryan Fitzpatrick","MIA","QB",243,294.5,17.8,313,29,37,3.7,45,154,248.3,,,,,33.1,395,24,31.4,3.1,51,,,,,25,31.8,1.9,33,2019-08-18
"Xavien Howard","MIA","DB",,,,,,,,,,,,,,,,,42,72.3,22.5,96,,,,,,,,,2019-08-18
"TJ McDonald","MIA","DB",,,,,,,,,,,,,,,,,25,34.8,6.3,164,,,,,,,,,2019-08-18
"Kenneth Farrow","MIA","RB",,,,,,,,,313,350,,,,,37.2,392,102,128.3,23.1,177,,,,,,,,,2019-08-18
"Minkah Fitzpatrick","MIA","DB",,,,,,,,,,,,,,,,,28,33.9,6.2,163,,,,,,,,,2019-08-18
"Albert Wilson","MIA","WR",141,190.1,22.7,245,62,84.5,9.7,103,109,178.4,,,,,38.1,265,47,66.7,10,93,99,122.5,11.9,177,54,63.6,5.8,92,2019-08-18
"Charles Harris","MIA","DL",,,,,,,,,,,,,,,,,36,78.3,33.3,124,,,,,,,,,2019-08-18
"Devante Parker","MIA","WR",107,156.3,14.9,182,50,65.3,6.9,83,88,178.1,,,,,34.7,271,36,66.5,9,93,97,103.8,4.6,131,53,56.1,1.6,69,2019-08-18
"Mark Walton","MIA","RB",248,312.8,46.9,378,81,102.1,13.8,129,251,310.7,,,,,39,382,77,103.1,13,133,,,,,88,92,3.3,98,2019-08-18
"Reshad Jones","MIA","DB",,,,,,,,,22,52,,,,,8.2,65,3,13.8,6,30,,,,,,,,,2019-08-18
"Jason Sanders","MIA","K",,,,,30,31.5,1.5,33,311,328.3,,,,,12.9,342,24,31,1.7,34,,,,,26,28.3,2.1,31,2019-08-18
"Nick OLeary","MIA","TE",,,,,,,,,332,344,,,,,17,368,43,69.3,12.6,93,,,,,,,,,2019-08-18
"Jakeem Grant","MIA","WR",254,307.5,31.2,330,104,134.5,6.4,144,242,314.2,,,,,39.4,377,88,123.3,21.6,182,,,,,95,108,13,121,2019-08-18
"Durham Smythe","MIA","TE",,,,,,,,,,,,,,,,,78,82.3,3,86,,,,,,,,,2019-08-18
"Christian Wilkins","MIA","DL",,,,,,,,,,,,,,,,,26,73,47,120,,,,,,,,,2019-08-18
"Robert Nkemdiche","MIA","DL",,,,,,,,,,,,,,,,,107,233.5,126.5,360,,,,,,,,,2019-08-18
"Myles Gaskin","MIA","RB",,,,,74,105.4,8.5,113,134,293.9,35,50.9,10.5,73,37.1,358,47,94.2,9.6,114,,,,,,,,,2019-08-18
"Miami","MIA","DST",,,,,27,27.4,0.8,29,169,324.4,,,,,33.4,355,25,29.2,1.4,32,,,,,18,19.7,1.2,21,2019-08-18
"Preston Williams","MIA","WR",158,227.9,22.9,272,65,85.6,11.2,103,124,275,20,39.5,9.9,63,59.5,384,51,98.7,20.7,145,,,,,,,,,2019-08-18
"Kenny Stills","MIA","WR",122,155.9,16.2,190,53,71.3,8.4,100,67,146,,,,,27.7,233,29,58.5,7.7,84,95,117.8,3.4,127,50,60,4.3,67,2019-08-18
"Josh Rosen","MIA","QB",147,202.7,33,268,24,28.7,2.8,34,163,259.1,,,,,32.3,371,27,32.6,1.8,37,,,,,31,33.8,1,35,2019-08-18
"Isaiah Ford","MIA","WR",,,,,170,173.3,4,179,,,,,,,,,158,170.5,7.3,176,,,,,,,,,2019-08-18
"Kenyan Drake","MIA","RB",55,83.5,9.1,125,22,32.1,4.9,41,14,70.4,,,,,19.1,160,8,30.2,6.5,59,73,80.7,3.2,91,24,28.6,1.7,36,2019-08-18
"Allen Hurns","MIA","WR",277,315.8,27.4,344,101,128.3,11.5,152,174,355.1,,,,,29.7,407,90,133.2,14.6,163,,,,,,,,,2019-08-18
"Jerome Baker","MIA","LB",,,,,,,,,91,104,,,,,13.7,123,41,45,3.3,49,,,,,,,,,2019-08-18
"Brice Butler","MIA","WR",,,,,160,169.5,9.9,186,347,354,,,,,7,361,114,147.8,13.1,182,,,,,,,,,2019-08-18
"Clive Walford","MIA","TE",,,,,,,,,,,,,,,,,74,80,4.2,83,,,,,,,,,2019-08-18
"Davon Godchaux","MIA","DL",,,,,,,,,,,,,,,,,91,98,7,105,,,,,,,,,2019-08-18
"Mike Gesicki","MIA","TE",126,161.1,25.3,222,13,20.1,4.5,32,135,241.5,,,,,53.2,348,13,25.2,4.4,38,129,130.8,1.6,168,20,22,2.1,35,2019-08-18
"Dwayne Allen","MIA","TE",,,,,71,76.3,3.9,80,208,265,,,,,57,322,28,71.6,17.7,108,,,,,,,,,2019-08-18
"Kalen Ballage","MIA","RB",71,160.6,19.7,190,29,53.1,7.8,86,65,114.3,,,,,28.3,182,29,43.7,7.2,66,149,162,9.9,197,45,53.4,4,64,2019-08-18
"Raekwon McMillan","MIA","LB",,,,,,,,,77,83,,,,,6,89,35,44.4,8.8,67,,,,,,,,,2019-08-18
"Kiko Alonso","MIA","LB",,,,,,,,,8,43.1,,,,,15.2,69,7,21.5,4.5,36,,,,,,,,,2019-08-18
"LJ Scott",,"RB",,,,,,,,,,,33,59.3,21.7,93,,,,,,,,,,,,,,,2019-08-18
"Everson Griffen","MIN","DL",,,,,,,,,7,74.7,,,,,54,193,5,17.4,4.1,49,,,,,,,,,2019-08-18
"Trae Waynes","MIN","DB",,,,,,,,,,,,,,,,,112,118.5,6.5,125,,,,,,,,,2019-08-18
"David Morgan","MIN","TE",,,,,,,,,,,,,,,,,78,95.4,6.7,106,,,,,,,,,2019-08-18
"Stefon Diggs","MIN","WR",14,22.6,4,34,7,11.2,1.5,14,17,28.5,,,,,4.1,44,7,13,2,19,21,25.2,1.1,26,11,13.4,0.7,16,2019-08-18
"Anthony Barr","MIN","LB",,,,,,,,,,,,,,,,,50,64,9.9,71,,,,,,,,,2019-08-18
"Kyle Rudolph","MIN","TE",143,181.6,20.9,236,14,19.6,3.1,28,104,165,,,,,36.4,256,10,17,3,23,113,113.3,0.5,125,16,16.7,1,22,2019-08-18
"Ryan Izzo","MIN","TE",,,,,,,,,,,,,,,,,77,87,8.2,97,,,,,,,,,2019-08-18
"Anthony Harris","MIN","DB",,,,,,,,,,,,,,,,,62,88.3,19.6,109,,,,,,,,,2019-08-18
"CJ Ham","MIN","RB",,,,,,,,,280,331.5,,,,,47.3,385,93,103.7,13,122,,,,,,,,,2019-08-18
"DeAngelo Henderson","MIN","RB",,,,,106,118.7,9,126,,,,,,,,,125,131.5,6.5,138,,,,,,,,,2019-08-18
"Irv Smith","MIN","TE",111,174.8,24.9,225,11,21.3,5,32,212,318.2,19,24.3,3.2,34,43,387,23,38.8,6.1,59,187,201,14,215,30,34.7,4.6,41,2019-08-18
"Ameer Abdullah","MIN","RB",288,313,25,338,80,112,12.4,131,237,297.4,,,,,32.9,388,78,98.4,13.2,151,,,,,76,86.8,2.8,92,2019-08-18
"Adam Thielen","MIN","WR",22,31.5,5.4,45,10,15.1,2.1,21,12,27.5,,,,,4.3,43,6,12.5,2.2,20,21,24,1.5,26,2,12.3,0.9,14,2019-08-18
"Eric Kendricks","MIN","LB",,,,,,,,,19,44.6,,,,,12.4,63,11,25.8,4.8,44,,,,,,,,,2019-08-18
"Dan Bailey","MIN","K",216,302,67.2,380,6,9.8,4.7,19,190,282,,,,,28.2,342,11,18.3,3.9,31,,,,,16,18.5,2.2,22,2019-08-18
"Mike Boone","MIN","RB",265,323.6,37.9,382,75,96.2,6.1,103,211,317.6,,,,,43.2,382,67,100.4,13.4,128,,,,,,,,,2019-08-18
"Danielle Hunter","MIN","DL",,,,,,,,,6,9.1,,,,,1.1,142,3,4.1,0.3,5,,,,,,,,,2019-08-18
"Sean Mannion","MIN","QB",,,,,,,,,,,,,,,,,50,58.2,6,68,,,,,,,,,2019-08-18
"Harrison Smith","MIN","DB",,,,,,,,,10,44.9,,,,,9.6,61,3,9.6,2.6,27,,,,,,,,,2019-08-18
"Laquon Treadwell","MIN","WR",272,308,30.9,345,99,129.1,15,149,266,340.4,,,,,32.3,392,94,124.9,15.9,173,,,,,99,106,7,113,2019-08-18
"Brandon Zylstra","MIN","WR",,,,,,,,,,,,,,,,,156,181.8,9.1,194,,,,,,,,,2019-08-18
"Stephen Weatherly","MIN","DL",,,,,,,,,,,,,,,,,96,121.5,25.5,147,,,,,,,,,2019-08-18
"Kirk Cousins","MIN","QB",94,123.9,11.6,156,12,16.2,2,27,70,144.2,,,,,26.6,292,7,18.6,3.4,24,,,,,2,15.4,3.2,20,2019-08-18
"Minnesota","MIN","DST",145,225.2,31.5,263,1,4.2,1.2,6,134,172.4,,,,,11.2,244,2,5.4,2,13,,,,,4,5.7,1.7,8,2019-08-18
"Xavier Rhodes","MIN","DB",,,,,,,,,,,,,,,,,73,88,15,103,,,,,,,,,2019-08-18
"Jordan Taylor","MIN","WR",,,,,,,,,,,,,,,,,132,152.5,18.1,181,,,,,,,,,2019-08-18
"Olabisi Johnson","MIN","WR",,,,,,,,,,,,,,,,,166,179.3,14.2,199,,,,,,,,,2019-08-18
"Alexander Mattison","MIN","RB",108,173,25,212,41,54.8,6.4,66,78,181.1,20,28.1,6.1,43,43.1,296,37,62.8,10.2,99,,,,,74,83.3,3.4,88,2019-08-18
"Dillon Mitchell","MIN","WR",,,,,159,163.5,4.5,168,,,40,71,15.9,93,,,139,174.5,26.5,206,,,,,,,,,2019-08-18
"Dalvin Cook","MIN","RB",9,17.4,3,30,5,8.7,2,15,5,17.6,,,,,4.5,38,4,9.4,2.1,18,3,17.7,6,37,3,9.9,2.5,15,2019-08-18
"Linval Joseph","MIN","DL",,,,,,,,,,,,,,,,,42,47.3,3.2,53,,,,,,,,,2019-08-18
"Chad Beebe","MIN","WR",272,299.5,27.5,327,91,126.4,31.3,182,211,308.7,,,,,49.5,382,80,113.6,17.3,155,,,,,,,,,2019-08-18
"Alexander Hollins","MIN","WR",,,,,,,,,,,,,,,,,149,180,31,211,,,,,,,,,2019-08-18
"Tom Brady","NEP","QB",125,174.6,25.7,234,20,24.3,1.8,29,91,151.6,,,,,20.4,290,12,19.4,2.4,24,,,,,12,19.1,2.9,23,2019-08-18
"Maurice Harris","NEP","WR",244,310.5,49.1,363,94,135.2,28.9,181,154,286.8,,,,,43.8,373,63,110.8,24.7,179,,,,,45,68,23,91,2019-08-18
"Sony Michel","NEP","RB",24,49.4,7.7,75,12,19.7,3.1,29,35,58.3,,,,,10.4,101,16,25.3,3.3,33,71,83.2,7.8,93,20,28.1,3.6,33,2019-08-18
"Stephen Gostkowski","NEP","K",200,255.1,25,310,2,2.6,0.8,6,148,187.2,,,,,12,252,2,4.1,1.2,15,,,,,2,4.5,3.2,10,2019-08-18
"Kyle Van Noy","NEP","LB",,,,,,,,,58,70,,,,,12,82,32,48.2,4.5,53,,,,,,,,,2019-08-18
"Tyler Conklin","NEP","TE",,,,,,,,,,,,,,,,,57,81,8.9,93,,,,,,,,,2019-08-18
"Stephen Anderson","NEP","TE",,,,,36,56.4,7.8,70,,,,,,,,,58,72.2,14.1,98,,,,,,,,,2019-08-18
"Julian Edelman","NEP","WR",52,102.8,25.3,166,25,48.4,11.5,68,13,34.4,,,,,8.3,74,5,15.6,3.5,31,28,30.3,1.2,32,14,16.3,1,18,2019-08-18
"Matt Slater","NEP","WR",,,,,,,,,,,,,,,,,174,180.5,6.5,187,,,,,,,,,2019-08-18
"Josh Gordon","NEP","WR",90,190.8,30,230,40,76.4,14.6,101,43,82.4,,,,,22.7,134,18,34.2,8.6,55,,,,,,,,,2019-08-18
"Benjamin Watson","NEP","TE",,,,,37,46.4,6,57,149,303.5,,,,,40.9,381,20,37.6,9.4,62,,,,,,,,,2019-08-18
"Dontrelle Inman","NEP","WR",258,315.8,49.2,381,96,138.8,18,165,154,323.9,,,,,45.5,398,83,121.4,20.8,170,,,,,,,,,2019-08-18
"Derek Rivers","NEP","DL",,,,,,,,,,,,,,,,,53,147,92.1,272,,,,,,,,,2019-08-18
"Damien Harris","NEP","RB",59,110.3,20.6,199,21,36.5,8,64,73,156.9,5,15.6,4.2,25,45,279,34,55.2,11.7,93,153,178.8,8.5,201,48,59.4,2.8,66,2019-08-18
"Lance Kendricks","NEP","TE",,,,,,,,,,,,,,,,,45,60,15,75,,,,,,,,,2019-08-18
"NKeal Harry","NEP","WR",15,54.8,16.7,86,7,27.2,6.2,38,32,155.8,1,3.4,1.7,7,50,313,14,59.9,14.1,107,94,104.8,10.6,131,50,57.9,6.8,96,2019-08-18
"Jamie Collins","NEP","LB",,,,,,,,,,,,,,,,,25,71.2,35.6,148,,,,,,,,,2019-08-18
"Braxton Berrios","NEP","WR",273,294.7,22.1,325,111,134.7,16.5,165,,,,,,,,,123,158.3,17.8,185,,,,,,,,,2019-08-18
"Brandon Bolden","NEP","RB",,,,,,,,,,,,,,,,,123,134.3,9.8,147,,,,,,,,,2019-08-18
"JaWhaun Bentley","NEP","LB",,,,,,,,,,,,,,,,,68,100.3,35.6,150,,,,,,,,,2019-08-18
"Devin McCourty","NEP","DB",,,,,,,,,59,93.5,,,,,34.5,128,22,56.8,17.1,77,,,,,,,,,2019-08-18
"Phillip Dorsett","NEP","WR",182,246.2,24.5,288,81,105,9.6,128,156,268.1,,,,,41.2,375,64,95.6,13.1,143,147,178.8,6.4,188,77,93.3,3.8,97,2019-08-18
"Deatrich Wise","NEP","DL",,,,,,,,,,,,,,,,,59,74.3,13.1,91,,,,,,,,,2019-08-18
"James Develin","NEP","RB",,,,,,,,,263,363.9,,,,,16.8,382,88,115.7,9.9,135,,,,,,,,,2019-08-18
"Michael Bennett","NEP","DL",,,,,,,,,43,211.5,,,,,168.5,380,19,45.5,15.9,87,,,,,,,,,2019-08-18
"Lawrence Guy","NEP","DL",,,,,,,,,,,,,,,,,36,59,23,82,,,,,,,,,2019-08-18
"James White","NEP","RB",72,96.8,10.6,124,23,34.1,4.2,43,23,53.3,,,,,15.2,104,12,23.5,4.8,37,34,50.7,9.3,60,13,18.3,2.5,32,2019-08-18
"Jarrett Stidham","NEP","QB",234,264.7,26.7,299,33,42.6,5.4,53,,,44,58.9,9.2,72,,,46,61.8,10.3,71,,,,,,,,,2019-08-18
"Cameron Meredith","NEP","WR",267,301,11.1,315,92,118.9,9.1,131,259,325.2,,,,,37.2,405,85,120,20.8,183,190,208.8,18.8,245,97,104.8,6.6,117,2019-08-18
"New England","NEP","DST",214,253.7,45.3,317,13,16.2,1.2,17,156,199.4,,,,,20.7,266,1,11.2,3.1,18,,,,,9,15.7,5.3,22,2019-08-18
"Jason McCourty","NEP","DB",,,,,,,,,,,,,,,,,67,71.7,5.9,80,,,,,,,,,2019-08-18
"Demaryius Thomas","NEP","WR",178,251.3,42.8,330,71,104,14.1,124,136,274.3,,,,,47.4,394,56,100.4,19.4,180,,,,,,,,,2019-08-18
"Patrick Chung","NEP","DB",,,,,,,,,63,122,,,,,59,181,23,68.8,29.6,105,,,,,,,,,2019-08-18
"Rex Burkhead","NEP","RB",187,224.8,27.7,297,61,73.5,8.5,92,95,193.4,,,,,33.5,263,44,65.8,8,88,134,148.3,6.5,174,42,47.6,4.7,56,2019-08-18
"Donta Hightower","NEP","LB",,,,,,,,,,,,,,,,,76,79.5,3.5,83,,,,,,,,,2019-08-18
"Brian Hoyer","NEP","QB",,,,,58,61,2.2,64,,,,,,,,,40,57.6,5.2,67,,,,,,,,,2019-08-18
"Stephon Gilmore","NEP","DB",,,,,,,,,,,,,,,,,84,89.5,5.5,95,,,,,,,,,2019-08-18
"Jakobi Meyers","NEP","WR",153,233.7,63.8,335,72,96.5,25,147,133,285.3,28,40.7,10.6,62,67.1,379,54,103.9,19.9,150,,,,,,,,,2019-08-18
"Matt LaCosse","NEP","TE",215,299.8,61,380,28,43.9,6.5,53,173,296.6,,,,,53.8,375,22,35.8,9.6,69,,,,,,,,,2019-08-18
"Eric Saubert","NEP","TE",,,,,65,73,6.2,80,,,,,,,,,41,70,17.6,87,,,,,,,,,2019-08-18
"Jonathan Jones","NEP","DB",,,,,,,,,,,,,,,,,98,114.5,16.5,131,,,,,,,,,2019-08-18
