PLAYERID,DRAFTYEAR,POSITION,40,20,10,BENCH,VERTICAL,BROAD,SHUTTLE,CONE
545,1988,RB,4.32,2.55,1.59,8,33.5,911,4.27,
546,1988,RB,4.9,2.84,1.73,16,30,901,4.29,
547,1988,DE,5.17,3.06,1.81,19,25,803,4.86,
548,1988,LB,4.83,2.83,1.72,28,32.5,903,4.28,
549,2018,XX,,,,,,,,
550,1988,WR,4.4,2.58,1.57,7,34,1000,4.4,
551,1988,OT,5.14,3.01,1.77,13,26.5,803,,
552,1988,OT,5.2,3.06,1.87,22,25,803,4.83,
553,1988,RB,,,,,,,,
554,1988,RB,4.75,2.74,1.63,16,30,903,4.13,
555,1988,LB,,,,,,,,
556,1988,SS,4.67,2.76,1.68,15,30,906,4.34,
557,1988,WR,,,,,,,,
558,1988,OT,5.07,2.94,1.76,23,27,806,4.66,
559,1988,OT,5.18,3.01,1.8,26,25,707,4.47,
560,1988,P,,,,,,,,
561,1988,TE,4.84,2.88,1.74,17,29,904,4.54,
562,1988,WR,4.72,2.75,1.68,17,30.5,900,4.45,
563,1988,FS,4.49,2.67,1.56,13,36.5,1006,4.3,
564,1988,OG,5.12,2.96,1.78,24,27,810,4.89,
565,1988,RB,4.5,2.63,1.63,9,32,911,4.21,
566,1988,WR,,,,,,,,
567,1988,DT,4.99,2.9,1.71,17,30,809,4.64,
568,1988,WR,4.75,2.73,1.6,7,28.5,904,4.5,
569,1988,OT,5.41,3.19,1.93,22,26.5,709,4.99,
570,1988,OG,,,,,,,,
571,1988,FB,4.54,2.63,1.65,14,31.5,908,4.38,
572,1988,CB,,,,,,,,
573,1988,WR,4.45,2.52,1.54,7,38,1006,4.16,
574,1988,WR,,,,,,,,
575,1988,LB,4.79,2.79,1.68,,29,900,4.84,
576,1988,CB,,,,,,,,
577,1988,WR,4.47,2.6,1.53,8,32,903,4.32,
578,1988,RB,4.49,2.62,1.58,14,33.5,906,4.28,
579,1988,WR,4.68,2.71,1.64,8,31,906,4.51,
580,1988,RB,4.67,2.68,1.67,12,31,907,4.42,
581,1988,TE,,,,,,,,
582,1988,FS,4.66,2.78,1.68,6,34,908,4.43,
583,1988,RB,4.54,2.65,1.66,,30.5,902,4.41,
584,1988,SS,4.59,2.72,1.65,7,28,806,4.41,
585,1988,TE,,,,20,,,,
586,1988,WR,,,,,,,,
587,1988,QB,4.72,2.72,1.61,,32.5,900,4.39,
588,1988,DE,4.93,2.86,1.72,19,28,803,4.72,
589,1988,WR,4.64,2.7,1.68,12,30.5,900,4.23,
590,1988,LB,,,,,,,,
591,1988,WR,4.59,2.67,1.61,6,33,905,4.48,
592,1988,DE,5.02,2.95,1.73,16,25,809,4.44,
593,1988,DT,,,,,,,,
594,1988,CB,4.61,2.68,1.65,13,31,901,4.27,
595,1988,DE,,,,,,,,
596,1988,DE,,,,,,,,
597,1988,TE,4.7,2.74,1.63,29,36,1003,4.31,
598,1988,LB,,,,,,,,
599,1988,LB,,,,,,,,
600,1988,DT,,,,,,,,
601,1988,OT,5.02,2.96,1.85,27,28,804,4.79,
602,1988,OT,,,,,,,,
603,1988,CB,4.59,2.68,1.61,,30.5,1000,4.1,
604,1988,CB,4.65,2.72,1.64,11,34.5,1006,4.43,
605,1988,LB,4.83,2.83,1.73,22,30,810,4.51,
606,1988,OG,,,,29,,,,
607,1988,OT,5.14,3.04,1.8,18,26.5,709,4.89,
608,1988,OT,5.46,3.15,1.91,,25,802,4.81,
609,1988,LB,,,,,,,,
610,1988,WR,4.78,2.77,1.67,9,28,904,4.37,
611,1988,FS,4.65,2.71,1.62,4,31.5,906,4.14,
612,1988,OT,,,,,,,,
613,1988,OG,5.2,3.04,1.83,17,29.5,802,5.04,
614,1988,RB,4.41,2.59,1.54,23,35.5,908,4.22,
615,1988,WR,4.83,2.79,1.69,6,31,907,4.37,
616,1988,WR,4.53,2.64,1.6,6,25.5,810,4.64,
617,1988,WR,,,,,,,,
618,1988,DT,4.95,2.9,1.72,26,28,902,5.01,
619,1988,OG,5.07,2.96,1.82,23,26.5,808,4.76,
620,1988,WR,4.58,2.66,1.62,8,,,,
621,1988,OT,,,,,,,,
622,1988,WR,4.79,2.77,1.68,,28,1002,4.34,
623,1988,TE,4.69,2.77,1.71,,29,,4.59,
624,1988,RB,4.38,2.54,1.6,6,36,909,4.19,
625,1988,DB,,,,,,,,
626,1988,TE,4.88,2.9,1.75,11,31.5,900,4.52,
627,1988,SS,4.56,2.61,1.53,14,,,,
628,1988,RB,4.59,2.69,1.6,14,30.5,905,4.3,
629,1988,LB,4.61,2.7,1.61,25,37.5,1006,4.26,
630,1988,WR,4.84,2.8,1.7,,36.5,904,4.44,
631,1988,LB,4.56,2.65,1.6,21,32,906,4.37,
632,1988,RB,4.69,2.72,1.63,,30,903,4.48,
633,1988,RB,4.77,2.77,1.68,7,28.5,906,4.54,
634,1988,TE,,,,11,,,,
635,1988,RB,,,,,,,,
636,1988,QB,5.07,2.91,1.78,,28.5,806,4.63,
637,1988,LB,,,,,,,,
638,1988,CB,4.59,2.67,1.58,,36,1004,4.1,
639,1988,RB,4.6,2.64,1.59,8,27.5,810,4.19,
640,1988,SS,4.56,2.72,1.63,15,34.5,911,4.2,
641,1988,LB,,,,22,,,,
642,1988,FS,,,,,,,,
643,1988,K,,,,,,,,
644,1988,LB,,,,,,,,
645,1988,DE,5.32,3.1,1.86,18,26.5,805,4.53,
646,1988,OT,5.07,2.97,1.75,16,27.5,810,5,
647,1988,RB,4.47,2.62,1.57,18,31.5,1004,4.37,
648,1988,CB,4.73,2.8,1.73,16,32.5,909,4.2,
649,1988,CB,4.54,2.6,1.55,,37,1002,4.27,
650,1988,RB,,,,,,,,
651,1988,OT,5.46,3.19,1.91,23,23,804,4.91,
652,1988,RB,4.69,2.7,1.66,12,31.5,909,4.28,
653,1988,FB,,,,20,,,,
654,1988,WR,4.81,2.8,1.75,7,35,906,4.32,
655,1988,WR,,,,,,,,
656,1988,LB,4.63,2.75,1.65,19,,,,
657,1988,RB,4.53,2.64,1.59,17,43,1006,4.16,
658,1988,OG,5.17,2.99,1.77,12,25,800,,
659,1988,DT,,,,26,,,,
660,1988,CB,4.47,2.63,1.6,7,34,903,4.42,
661,1988,RB,4.55,2.67,1.61,15,31,902,4.54,
662,1988,OT,,,,28,,,,
663,1988,OC,5.44,3.19,1.93,,24.5,807,5.01,
664,1988,QB,4.91,2.87,1.69,,28.5,805,4.6,
665,1988,FB,,,,21,,,,
666,1988,RB,,,,,,,,
667,1988,SS,4.67,2.74,1.64,18,,,,
668,1988,CB,4.44,2.66,1.59,9,30,906,4.2,
669,1988,DT,,,,,,,,
670,1988,WR,4.46,2.61,1.64,5,34.5,911,4.36,
671,1988,WR,,,,,,,,
672,1988,LB,4.93,2.93,1.77,19,27,808,4.45,
673,1988,WR,,,,13,,,,
674,1988,OG,5.16,3.04,1.86,23,27,809,4.82,
675,1988,SS,,,,5,,,,
676,1988,LB,4.75,2.8,1.67,12,33,903,4.53,
677,1988,WR,4.57,2.67,1.65,11,25,808,4.57,
678,1988,TE,4.97,2.91,1.7,15,29,804,,
679,1988,RB,,,,,,,,
680,1988,QB,,,,16,,,,
681,1988,DT,5.15,3.02,1.83,,29,903,4.43,
682,1988,OT,5.28,3.08,1.88,24,25,807,4.77,
683,1988,OT,5.49,3.18,1.88,19,23,709,4.77,
684,1988,P,,,,,,,,
685,1988,OC,5.46,3.12,1.9,24,28.5,811,4.64,
686,1988,DT,4.9,2.82,1.68,23,31,901,5.01,
687,1988,TE,,,,,,,,
688,1988,DB,,,,,,,,
689,1988,DE,4.65,2.75,1.66,,32.5,1004,4.57,
690,1988,OT,,,,,,,,
691,1988,DB,,,,,,,,
692,1988,DE,4.92,,,13,30.5,903,4.6,
693,1988,OT,,,,,,,,
694,1988,WR,,,,,,,,
695,1988,TE,4.92,2.88,1.77,11,29,802,4.77,
696,1988,DT,,,,,,,,
697,1988,TE,,,,,,,,
698,1988,RB,4.49,2.61,1.61,10,33.5,902,4.29,
699,1988,DE,4.96,2.88,1.72,19,28,902,4.57,
700,1988,OT,,,,23,,,,
701,1988,K,,,,,,,,
702,1988,OG,5.33,3.1,1.86,21,28,902,4.84,
703,1988,DE,5.04,2.98,1.76,20,27,900,4.49,
704,1988,LB,4.79,2.79,1.68,28,31.5,908,4.5,
705,1988,TE,4.86,2.81,1.7,17,31.5,902,4.45,
706,1988,CB,4.54,2.66,1.61,12,32,907,4.52,
707,1988,DT,,,,,,,,
708,1988,DT,,,,28,28.5,810,,
709,1988,LB,4.97,2.88,1.71,,28.5,900,4.32,
710,1988,LB,4.64,2.7,1.64,19,34,907,4.37,
711,1988,DE,,,,20,,,,
712,1988,WR,4.41,2.61,1.63,9,35,909,4.23,
713,1988,SS,,,,13,,,,
714,1988,OT,,,,,,,,
715,1988,DE,,,,,,,,
716,1988,OG,,,,,,,,
717,1988,OG,4.6,2.71,1.66,17,35,911,,
718,1988,LB,4.58,2.72,1.65,14,32,1004,4.3,
719,1988,DB,,,,,,,,
720,1988,WR,,,,,,,,
721,1988,RB,4.59,2.69,1.63,17,34,901,4.4,
722,1988,DT,5.19,3,1.81,14,26,809,5.02,
723,1988,CB,4.72,2.75,1.69,13,29.5,902,4.41,
724,1988,LB,4.79,2.77,1.69,18,30,903,4.38,
725,1988,RB,4.7,2.76,1.73,10,28,901,4.44,
726,1988,OT,5.32,3.12,1.93,18,25.5,711,4.86,
727,1988,LB,,,,17,,,,
728,1988,WR,4.66,2.68,1.68,1,30,901,4.39,
729,1988,OT,5.43,3.1,1.87,,27.5,901,4.72,
730,1988,QB,4.72,2.69,1.66,9,31,900,4.39,
731,1988,FS,4.47,2.64,1.59,6,31,810,4.32,
732,1988,DE,4.74,2.75,1.63,15,34.5,1007,4.5,
733,1988,DB,,,,,,,,
734,1988,RB,4.54,2.66,1.62,13,34,1000,4.15,
735,1988,DE,4.85,2.83,1.71,18,29,900,,
736,1988,FS,4.66,2.74,1.64,,29.5,902,4.26,
737,1988,TE,5.02,2.94,1.76,15,27,808,4.85,
738,1988,WR,,,,9,,,,
739,1988,OC,5,2.91,1.83,28,26,811,4.69,
740,1988,CB,4.52,2.67,1.58,16,32.5,903,4.34,
741,1988,WR,4.51,2.62,1.61,8,33,903,4.34,
742,1988,DT,4.99,2.96,1.78,22,29.5,810,4.48,
743,1988,OG,5.02,2.91,1.72,17,27.5,900,4.72,
744,1988,RB,4.81,2.8,1.73,31,31.5,903,4.56,
745,1988,DT,,,,,,,,
746,1988,WR,,,,,,,,
747,1988,CB,,,,,,,,
748,1988,WR,,,,,,,,
749,1988,DT,5.03,2.91,1.74,22,27,900,4.62,
750,1988,WR,4.61,2.66,1.6,12,33,909,4.34,
751,1988,WR,,,,,,,,
752,1988,DE,5.07,2.92,1.74,19,30,806,,
753,1988,OT,5.29,3.06,1.79,18,24,800,4.66,
754,1988,QB,,,,,,,,
755,1988,P,,,,,,,,
756,1988,DE,5.03,2.96,1.79,12,27.5,901,4.84,
757,1988,SS,4.69,2.74,1.68,20,30.5,909,4.35,
758,1988,DT,,,,,,,,
759,1988,DE,4.81,2.81,1.7,28,29,900,4.35,
760,1988,CB,4.47,2.6,1.56,10,35.5,904,3.97,
761,1988,OT,5.19,3.02,1.85,,25.5,803,4.7,
762,1988,OG,,,,,,,,
763,1988,QB,4.93,2.84,1.75,,28,806,4.56,
764,1988,WR,,,,,,,,
765,1988,LB,,,,,,,,
766,1988,OT,,,,21,,,,
767,1988,TE,,,,16,30.5,908,4.38,
768,1988,DE,,,,,,,,
769,1988,QB,4.99,2.9,1.76,1,26.5,807,4.57,
770,1988,OT,5.28,3.07,1.87,14,28.5,810,4.72,
771,1988,DT,,,,,,,,
772,1988,OG,5.33,3.07,1.81,29,25.5,808,4.7,
773,1988,K,,,,,,,,
774,1988,CB,,,,,,,,
775,1988,CB,4.46,2.64,1.61,18,28.5,908,4.34,
776,1988,DB,,,,,,,,
777,1988,LB,4.83,2.81,1.75,8,30,809,4.65,
778,1988,RB,4.47,2.59,1.61,13,33,906,4.21,
779,1988,OT,,,,,,,,
780,1988,WR,4.39,2.58,1.59,,,,,
781,1988,K,,,,,,,,
782,1988,DT,5.06,2.95,1.79,27,29.5,900,4.63,
783,1988,LB,4.75,2.75,1.65,17,33.5,1002,3.87,
784,1988,DE,4.96,2.87,1.71,17,32.5,903,4.55,
785,1988,K,,,,,,,,
786,1988,OT,5.4,3.07,1.84,28,,,,
787,1988,DE,4.85,2.82,1.66,25,31.5,905,4.7,
788,1988,OT,5.2,3.04,1.82,15,26.5,803,4.85,
789,1988,OG,5.03,2.96,1.79,21,29,901,4.66,
790,1988,CB,4.79,2.84,1.72,3,27,810,4.34,
791,1988,QB,4.98,2.85,1.7,10,27.5,804,4.5,
792,1988,WR,4.68,2.73,1.69,7,32,903,4.38,
793,1988,SS,4.7,2.77,1.73,12,30,904,4.5,
794,1988,SS,4.68,2.72,1.64,17,37,907,4.28,
795,1988,LB,4.82,2.8,1.73,,33,903,4.53,
796,1988,RB,,,,,,,,
797,1988,OT,4.86,2.77,1.65,14,31.5,906,4.56,
798,1988,QB,,,,,,,,
799,1988,DE,5.34,3.14,1.9,20,30.5,805,4.72,
800,1988,DT,5.28,3.08,1.82,20,25,805,5.1,
801,1988,WR,,,,,,,,
802,1988,DE,4.94,2.88,1.76,20,29,806,4.76,
803,1988,OG,5.2,3.06,1.82,15,25,803,,
804,1988,RB,4.48,2.64,1.65,15,28,907,4.4,
805,1988,OT,5.28,3.07,1.84,19,,,,
806,1988,RB,,,,,,,,
807,1988,DT,,,,23,,,,
808,1988,FS,,,,,,,,
809,1988,LB,4.98,2.9,1.75,12,27,806,4.5,
810,1988,LB,4.76,2.81,1.73,18,30.5,907,4.26,
811,1988,LB,,,,,,,,
812,1988,OG,4.89,2.83,1.71,26,31.5,805,4.58,
813,1988,LB,4.87,2.8,1.7,9,30.5,900,4.7,
814,1988,LB,4.83,2.82,1.71,14,26,800,4.41,
815,1988,LB,4.86,2.78,1.67,24,32,904,4.68,
816,1988,LB,,,,,,,,
817,1988,TE,4.89,2.84,1.71,15,32.5,909,4.6,
818,1988,RB,,,,8,,,,
819,1988,P,,,,,,,,
820,1988,WR,,,,3,,,,
821,1988,DB,,,,,,,,
822,1988,RB,4.89,2.81,1.73,17,26,808,4.42,
823,1988,LB,4.69,2.75,1.68,22,30,905,4.42,
824,1988,SS,4.57,2.68,1.6,11,33,903,4.22,
825,1988,OC,5.08,2.95,1.77,20,28,811,,
826,1989,CB,4.58,2.69,1.58,13,32.5,907,4.1,
827,1989,RB,,,,,,,,
828,1989,DB,,,,,,,,
829,1989,LB,4.77,2.77,1.57,15,34.5,1001,4.48,
830,1989,CB,,,,,,,,
831,1989,LB,,,,,,,,
832,1989,FB,4.8,2.84,1.74,23,35,905,4.52,
833,1989,LB,5.01,2.96,1.76,16,28.5,806,4.43,
834,1989,DE,4.74,2.77,1.66,27,37.5,1003,4.63,
835,1989,CB,4.61,2.68,1.57,,33.5,909,4.45,
836,1989,RB,4.75,2.84,1.67,,29.5,808,4.3,
837,1989,DB,,,,,,,,
838,1989,WR,4.68,2.77,1.6,,33.5,1000,4.11,
839,1989,WR,4.47,2.68,1.56,,35,906,3.96,
840,1989,DE,4.82,2.83,1.69,30,40,1000,4.51,
841,1989,OT,5.13,2.96,1.76,24,28,901,4.65,
842,1989,OC,5.26,3.05,1.82,28,27,805,4.63,
843,1989,RB,4.61,2.74,1.61,14,29.5,805,4.4,
844,1989,DT,,,,,,,,
845,1989,QB,4.78,2.84,1.65,,28,806,4.37,
846,1989,DB,,,,,,,,
847,1989,OG,,,,,,,,
848,1989,DE,5.23,3.04,1.83,12,27,801,4.84,
849,1989,WR,4.47,2.66,1.57,12,36,1000,4.16,
850,1989,LB,4.8,2.76,1.58,10,39.5,1000,4.52,
851,1989,CB,4.75,2.82,1.67,14,31,905,4.42,
852,1989,DB,,,,,,,,
853,1989,RB,4.41,,,21,41.5,1100,,
854,1989,DB,,,,,,,,
855,1989,DT,5.24,3.04,1.79,,25,805,4.67,
856,1989,DT,,,,,,,,
857,1989,WR,4.76,2.77,1.59,,31,809,4.03,
858,1989,DE,4.81,2.84,1.7,25,32,907,4.44,
859,1989,RB,,,,,,,,
860,1989,OG,4.75,2.8,1.67,26,,,,
861,1989,QB,5.09,2.95,1.68,,28.5,800,4.42,
862,1989,DB,,,,,,,,
863,1989,QB,4.88,2.85,1.63,,32.5,909,4.6,
864,1989,OG,5.4,3.09,1.85,17,26.5,709,4.63,
865,1989,OC,5.41,3.14,1.85,12,24.5,805,4.86,
866,1989,TE,,,,,,,,
867,1989,RB,,,,,,,,
868,1989,WR,4.74,2.76,1.62,,32.5,903,4.27,
869,1989,RB,,,,,,,,
870,1989,DT,4.92,2.84,1.69,,32.5,901,4.31,
871,1989,DE,5.23,3.03,1.81,26,27.5,808,4.72,
872,1989,QB,5.09,3,1.69,,25.5,808,4.45,
873,1989,OG,5.42,3.14,1.84,17,26,800,5.09,
874,1989,DB,,,,,,,,
875,1989,DT,5.39,3.08,1.94,,26,708,4.93,
876,1989,DB,,,,,,,,
877,1989,P,,,,,,,,
878,1989,WR,4.56,2.69,1.58,,31.5,900,4.05,
879,1989,OT,,,,,,,,
880,1989,DE,4.83,2.82,1.65,,31.5,,4.5,
881,1989,OT,,,,20,,,,
882,1989,OG,5.18,3.06,1.81,22,29.5,801,4.85,
883,1989,LB,4.69,2.78,1.71,24,31,903,4.3,
884,1989,LB,4.61,2.71,1.62,,,,,
885,1989,RB,,,,,,,,
886,1989,CB,4.63,2.72,1.57,13,37.5,1001,4.05,
887,1989,DE,4.75,2.8,1.64,21,29,909,4.37,
888,1989,RB,,,,,,,,
889,1989,CB,4.52,2.63,1.53,11,31,901,4.53,
890,1989,OG,5.23,3,1.78,22,27,804,4.73,
891,1989,SS,,,,7,,,,
892,1989,OG,,,,,,,,
893,1989,FS,4.36,2.61,1.55,15,35.5,909,4.29,
894,1989,DB,,,,,,,,
895,1989,FS,4.7,2.78,1.61,12,33,902,4.23,
896,1989,TE,,,,,,,,
897,1989,DT,,,,,,,,
898,1989,CB,4.72,2.8,1.6,,35.5,909,,
899,1989,SS,,,,,,,,
900,1989,RB,,,,17,,,,
901,1989,DT,5.11,2.97,1.72,23,30,806,4.71,
902,1989,P,,,,,,,,
903,1989,LB,,,,,,,,
904,1989,LB,,,,,,,,
905,1989,OT,,,,,,,,
906,1989,DE,4.84,2.88,1.65,17,30,906,4.42,
907,1989,CB,4.52,2.67,1.56,8,40.5,1009,4.11,
908,1989,CB,4.67,2.72,1.63,11,36,908,4.16,
909,1989,K,,,,,,,,
910,1989,P,,,,,,,,
911,1989,DT,5.42,3.14,1.78,17,23.5,709,4.78,
912,1989,QB,,,,,,,4.17,
913,1989,FB,4.7,2.7,1.58,18,32,901,4.43,
914,1989,DB,,,,,,,,
915,1989,OC,5.13,2.94,1.78,36,35,909,4.54,
916,1989,FB,4.82,2.87,1.67,14,28.5,900,4.09,
917,1989,OC,4.95,2.93,1.69,29,28,809,4.39,
918,1989,CB,4.61,2.73,1.56,10,36,908,4.21,
919,1989,RB,4.74,2.8,1.62,10,33,906,4.35,
920,1989,K,,,,,,,,
921,1989,LB,,,,,,,,
922,1989,LB,4.93,2.9,1.7,16,32.5,806,4.27,
923,1989,WR,4.45,2.6,1.54,,37,1001,4.08,
924,1989,DT,4.94,2.88,1.71,27,29,803,4.71,
925,1989,WR,4.43,2.62,1.52,,35.5,1008,4.23,
926,1989,OT,5.22,3.02,1.79,14,29,806,4.84,
927,1989,DT,5.18,3.02,1.79,17,,,,
928,1989,FS,4.54,2.7,1.52,12,34.5,910,4,
929,1989,RB,,,,,,,,
930,1989,SS,4.71,2.84,1.67,14,35,1001,4.29,
931,1989,CB,4.59,2.68,1.6,,33.5,906,,
932,1989,TE,4.79,2.83,1.65,16,30,906,4.49,
933,1989,OG,5.42,3.11,1.85,23,26.5,804,4.77,
934,1989,FB,,,,17,28.5,905,4.17,
935,1989,RB,4.64,2.76,1.69,20,34.5,1002,4.26,
936,1989,OT,,,,,,,,
937,1989,OT,5.4,3.09,1.86,23,27.5,805,4.86,
938,1989,DT,,,,24,,,,
939,1989,CB,,,,,32.5,,,
940,1989,LB,4.58,2.66,1.57,18,32,909,,
941,1989,LB,4.86,2.83,1.62,19,32.5,900,4.33,
942,1989,OG,,,,,,,,
943,1989,LB,5.11,2.97,1.74,19,,,,
944,1989,CB,4.63,2.71,1.61,8,38.5,1001,4.17,
945,1989,FB,4.81,2.85,1.67,21,30,809,4.63,
946,1989,OT,5.12,2.99,1.77,23,29,810,4.5,
947,1989,CB,4.29,2.56,1.53,,,,,
948,1989,DE,4.97,2.89,1.72,22,29,808,4.58,
949,1989,RB,4.67,2.77,1.61,13,31.5,901,4.45,
950,1989,WR,4.54,2.67,1.55,,32,910,4.32,
951,1989,DE,,,,,,,,
952,1989,OT,,,,,,,,
953,1989,RB,,,,,,,,
954,1989,RB,,,,,,,,
955,1989,LB,5.08,3.01,1.76,,,,,
956,1989,LB,4.58,2.68,1.55,,,,,
957,1989,WR,,,,,31.5,908,4.03,
958,1989,WR,4.42,2.59,1.59,,36.5,907,4.08,
959,1989,CB,4.86,2.88,1.69,,,,,
960,1989,CB,4.59,2.73,1.6,12,38,1004,4.34,
961,1989,RB,4.64,2.71,1.6,14,31.5,907,4.06,
962,1989,OT,,,,25,,,,
963,1989,QB,5.19,3,1.74,,26.5,801,4.64,
964,1989,WR,4.67,2.76,1.61,14,33.5,911,4.36,
965,1989,CB,4.67,2.72,1.6,13,33.5,909,4.44,
966,1989,DB,,,,,,,,
967,1989,FB,5.04,2.98,1.78,21,31,807,4.53,
968,1989,FB,4.71,2.81,1.67,,30,906,4.58,
969,1989,RB,,,,,,,,
970,1989,DT,,,,,,,,
971,1989,RB,4.58,2.67,1.54,18,33.5,910,4.45,
972,1989,CB,4.55,2.72,1.57,9,41,1010,3.91,
973,1989,LB,4.79,2.83,1.67,20,35,1003,4.35,
974,1989,QB,4.79,2.88,1.74,,35,908,4.03,
975,1989,LB,4.75,2.76,1.61,21,27,810,4.59,
976,1989,WR,4.46,2.59,1.58,,33,910,,
977,1989,RB,4.44,2.66,1.55,12,34,908,4.2,
978,1989,LB,,,,16,,,,
979,1989,WR,4.63,2.73,1.61,9,37.5,1004,4.28,
980,1989,WR,4.65,2.73,1.58,,32,908,4.23,
981,1989,WR,4.61,2.65,1.55,,31.5,900,4.41,
982,1989,QB,5.18,3.02,1.74,,26,805,4.21,
983,1989,FS,4.65,2.76,1.61,11,34,908,4.5,
984,1989,FB,4.81,2.85,1.65,9,31.5,903,4.45,
985,1989,WR,4.58,2.68,1.57,,36,905,4.19,
986,1989,FS,4.78,2.78,1.59,,32.5,908,4.59,
987,1989,WR,4.65,2.76,1.59,,32,906,4.32,
988,1989,WR,4.61,2.71,1.61,,32,909,3.99,
989,1989,LB,4.83,2.83,1.65,19,32.5,902,4.28,
990,1989,OG,5.28,3.13,1.84,23,26.5,706,5.31,
991,1989,WR,4.56,2.69,1.58,,32.5,905,4.24,
992,1989,OG,,,,,,,,
993,1989,WR,4.69,2.74,1.63,,32,906,4.24,
994,1989,WR,,,,,,,,
995,1989,DB,,,,,,,,
996,1989,DB,,,,,,,,
997,1989,LB,,,,,,,,
998,1989,CB,4.77,2.77,1.63,18,36,902,4.24,
999,1989,DT,,,,,,,,
1000,1989,LB,4.69,2.74,1.62,14,33,906,4.42,
1001,1989,FS,4.72,2.8,1.65,14,32,906,4.2,
1002,1989,RB,4.56,2.7,1.59,21,34,909,4.48,
1003,1989,DT,5.08,2.97,1.71,18,31,807,4.58,
1004,1989,TE,4.93,2.85,1.73,16,33,807,4.48,
1005,1989,WR,4.67,2.69,1.6,,33,1002,4.13,
1006,1989,FB,4.57,2.69,1.57,12,,,,
1007,1989,RB,4.75,2.83,1.62,12,30.5,811,4.38,
1008,1989,WR,,,,,,,,
1009,1989,TE,5.17,3.01,1.74,9,31.5,901,4.63,
1010,1989,RB,,,,,,,,
1011,1989,FS,,,,,,,,
1012,1989,DB,,,,,,,,
1013,1989,DE,,,,,,,,
1014,1989,TE,5.1,3.02,1.79,15,29,709,4.98,
1015,1989,DE,,,,,,,,
1016,1989,QB,4.94,2.89,1.7,,29,809,4.53,
1017,1989,DB,,,,,,,,
1018,1989,RB,,,,,,,,
1019,1989,RB,4.7,2.77,1.64,12,30.5,808,4.49,
1020,1989,QB,4.85,2.86,1.64,,29.5,901,4.06,
1021,1989,WR,,,,,,,,
1022,1989,CB,4.54,2.75,1.61,,33,908,4.63,
1023,1989,QB,5.06,2.93,1.77,,32,810,4.41,
1024,1989,QB,4.9,2.87,1.72,,29.5,806,4.51,
1025,1989,WR,4.99,2.86,1.72,,32.5,907,4.55,
1026,1989,DE,,,,,,,,
1027,1989,DE,4.86,2.86,1.71,15,32,908,4.34,
1028,1989,TE,4.8,2.83,1.61,9,32.5,902,4.08,
1029,1989,OT,5.11,2.96,1.78,22,31,901,5.05,
1030,1989,WR,4.43,2.62,1.5,,37.5,1003,3.91,
1031,1989,DT,,,,,,,,
1032,1989,OC,,,,,,,,
1033,1989,DE,,,,22,,,,
1034,1989,LB,,,,,,,,
1035,1989,LB,,,,,,,,
1036,1989,OC,5.17,3.01,1.76,24,28,810,4.48,
1037,1989,LB,,,,,,,,
1038,1989,LB,,,,,,,,
1039,1989,DB,,,,,,,,
1040,1989,LB,4.74,2.77,1.65,15,31,906,4.57,
1041,1989,RB,,,,14,,,,
1042,1989,OT,5.09,2.95,1.73,,30.5,902,4.68,
1043,1989,DT,4.99,2.94,1.73,,31,901,4.78,
1044,1989,OT,5.33,3.1,1.9,21,30,802,4.91,
1045,1989,TE,,,,,,,,
1046,1989,RB,,,,17,,,,
1047,1989,RB,,,,,,,,
1048,1989,DE,4.9,2.86,1.68,,29,904,4.13,
1049,1989,DT,,,,,,,,
1050,1989,OC,,,,25,34.5,,,
1051,1989,OT,5.03,2.9,1.73,26,27,806,4.54,
1052,1989,DT,5.17,3.02,1.76,15,28,804,4.75,
1053,1989,OT,,,,,,,,
1054,1989,RB,,,,,,,,
1055,1989,TE,4.94,2.95,1.71,,31,902,4.6,
1056,1989,WR,4.45,2.6,1.57,,33,909,4.24,
1057,1989,OG,5.39,3.11,1.83,21,21.5,703,4.82,
1058,1989,RB,4.64,2.69,1.56,,29.5,906,4.2,
1059,1989,OT,,,,15,,,,
1060,1989,WR,,,,,,,,
1061,1989,WR,,,,,,,,
1062,1989,CB,4.75,2.79,1.6,4,29.5,806,4.24,
1063,1989,LB,4.87,2.83,1.65,15,37,,,
1064,1989,WR,,,,,,,,
1065,1989,OG,5.3,3.06,1.82,23,32.5,811,4.45,
1066,1989,OC,,,,21,,,,
1067,1989,CB,,,,,,,,
1068,1989,FS,4.69,2.84,1.67,16,27.5,900,4.66,
1069,1989,LB,4.94,2.95,1.77,16,28,900,4.68,
1070,1989,LB,,,,25,,,,
1071,1989,LB,4.88,2.86,1.68,30,32,903,4.29,
1072,1989,RB,,,,,,,,
1073,1989,TE,,,,9,,,,
1074,1989,RB,,,,,,,,
1075,1989,RB,4.58,2.72,1.58,16,37.5,1004,,
1076,1989,LB,,,,,,,,
1077,1989,WR,,,,,,,,
1078,1989,WR,4.59,2.72,1.59,,33,902,4.39,
1079,1989,K,,,,,,,,
1080,1989,CB,4.69,2.83,1.67,10,32.5,907,4.32,
1081,1989,LB,4.88,2.91,1.68,17,32.5,809,4.44,
1082,1989,OT,,,,,,,,
1083,1989,LB,4.9,2.94,1.68,,28.5,800,4.81,
1084,1989,CB,4.7,2.81,1.64,17,29.5,901,4.32,
1085,1989,LB,,,,,,,,
1086,1989,OT,5.27,3.04,1.76,,27,711,4.93,
